5.100000000000000000e+02,8.539215686274509443e-01,5.117647058823528994e-01,5.196078431372549433e-01
5.100000000000000000e+02,8.666666666666666963e-01,5.029411764705882248e-01,5.176470588235294601e-01
5.100000000000000000e+02,8.431372549019607865e-01,5.127450980392156410e-01,5.196078431372549433e-01
5.100000000000000000e+02,8.519607843137254610e-01,5.058823529411764497e-01,5.196078431372549433e-01
5.100000000000000000e+02,8.372549019607843368e-01,5.039215686274509665e-01,5.264705882352941346e-01
5.100000000000000000e+02,8.617647058823529882e-01,5.078431372549019329e-01,5.303921568627451011e-01
5.100000000000000000e+02,8.588235294117646523e-01,7.235294117647058654e-01,5.225490196078431682e-01
5.100000000000000000e+02,8.421568627450980449e-01,5.088235294117646745e-01,5.284313725490196179e-01
5.100000000000000000e+02,8.460784313725490113e-01,5.147058823529411242e-01,5.235294117647059098e-01
5.100000000000000000e+02,8.362745098039215952e-01,5.019607843137254832e-01,5.245098039215686514e-01
5.600000000000000000e+02,8.419642857142857206e-01,5.169642857142857650e-01,5.303571428571428603e-01
5.600000000000000000e+02,8.625000000000000444e-01,5.026785714285714191e-01,5.223214285714286031e-01
5.600000000000000000e+02,8.375000000000000222e-01,5.071428571428571175e-01,5.321428571428571397e-01
5.600000000000000000e+02,8.267857142857142350e-01,5.035714285714285587e-01,5.321428571428571397e-01
5.600000000000000000e+02,8.625000000000000444e-01,5.035714285714285587e-01,5.214285714285714635e-01
5.600000000000000000e+02,8.437500000000000000e-01,5.178571428571429047e-01,5.330357142857142794e-01
5.600000000000000000e+02,8.375000000000000222e-01,5.276785714285714413e-01,5.392857142857142572e-01
5.600000000000000000e+02,8.446428571428571397e-01,5.008928571428571397e-01,5.008928571428571397e-01
5.600000000000000000e+02,8.526785714285713969e-01,5.151785714285713746e-01,5.241071428571428825e-01
5.600000000000000000e+02,8.267857142857142350e-01,5.017857142857142794e-01,5.294642857142857206e-01
6.100000000000000000e+02,8.524590163934425702e-01,5.040983606557376540e-01,5.360655737704917989e-01
6.100000000000000000e+02,8.377049180327869049e-01,5.024590163934425924e-01,5.221311475409835534e-01
6.100000000000000000e+02,8.631147540983606925e-01,5.131147540983606037e-01,5.254098360655737876e-01
6.100000000000000000e+02,8.344262295081966707e-01,5.311475409836065031e-01,5.303278688524589723e-01
6.100000000000000000e+02,8.663934426229508157e-01,5.024590163934425924e-01,5.008196721311475308e-01
6.100000000000000000e+02,8.631147540983606925e-01,5.081967213114754189e-01,5.196721311475409610e-01
6.100000000000000000e+02,8.172131147540984131e-01,5.016393442622950616e-01,5.016393442622950616e-01
6.100000000000000000e+02,8.524590163934425702e-01,5.065573770491803574e-01,5.254098360655737876e-01
6.100000000000000000e+02,8.409836065573770281e-01,5.131147540983606037e-01,5.377049180327868605e-01
6.100000000000000000e+02,8.516393442622950394e-01,5.049180327868852958e-01,5.278688524590163800e-01
6.600000000000000000e+02,8.575757575757575468e-01,5.075757575757575690e-01,5.287878787878788067e-01
