"xm1","ym1","zm1"
1340,6491,21
1064,6611,21
413,6642,21
345,6729,21
567,6804,21
956,6805,21
609,6853,21
932,6881,21
917,6904,21
109,6972,21
328,7030,21
1003,7037,21
322,7038,21
131,7104,21
1000,7153,21
590,7161,21
616,7185,21
1377,7257,21
505,7288,21
120,7349,21
46,7412,21
325,7456,21
291,7461,21
268,7499,21
827,7499,21
929,7504,21
1345,7508,21
99,7509,21
1204,7514,21
516,7533,21
792,7638,21
386,7672,21
874,7695,21
78,7738,21
1297,7763,21
1108,7767,21
566,7771,21
348,7813,21
691,7829,21
339,7854,21
1000,7874,21
1040,7901,21
695,7905,21
733,7909,21
437,7923,21
941,7923,21
452,8072,21
211,8099,21
177,8115,21
707,8301,21
558,8322,21
1316,8358,21
904,8411,21
634,8414,21
442,8492,21
510,8516,21
319,8641,21
699,8645,21
1214,8693,21
357,8755,21
1229,8762,21
1307,8762,21
517,8794,21
1195,8864,21
165,8899,21
1312,8918,21
461,8933,21
415,8994,21
1099,9068,21
124,9079,21
846,9177,21
995,9218,21
246,9249,21
1348,9249,21
1027,9337,21
1289,9397,21
931,9463,21
894,9489,21
571,9536,21
1301,9536,21
741,9537,21
288,9564,21
688,9584,21
846,9620,21
1315,9621,21
1353,9621,21
397,9653,21
542,9667,21
519,9756,21
1277,9810,21
1094,9862,21
119,9874,21
334,9893,21
276,9916,21
130,10038,21
88,10058,21
1178,10093,21
1206,10135,21
752,10152,21
171,10218,21
251,10225,21
331,10440,21
507,10473,21
1123,10497,21
854,10516,21
46,10548,21
410,10586,21
78,10635,21
392,10721,21
682,10738,21
855,10859,21
279,10893,21
667,10937,21
88,10995,21
228,11280,21
291,11312,21
206,11520,21
681,11688,21
187,11696,21
1008,11715,21
197,11735,21
179,11806,21
713,11809,21
1070,11860,21
303,11876,21
1147,11953,21
1077,11972,21
557,12097,21
200,12111,21
1298,12239,21
183,12267,21
440,12328,21
720,12342,21
1113,12348,21
462,12411,21
996,12425,21
1031,12435,21
1076,12448,21
1123,12466,21
691,12566,21
1252,12603,21
1154,12623,21
154,12685,21
1317,12693,21
1102,12752,21
658,12804,21
1185,12840,21
121,12856,21
622,12896,21
673,12918,21
292,12930,21
855,12964,21
1454,186,22
1259,198,22
1367,246,22
953,294,22
1395,320,22
850,467,22
1326,467,22
1329,492,22
1160,517,22
710,534,22
1016,593,22
543,615,22
414,624,22
675,626,22
934,632,22
986,642,22
1161,659,22
1166,689,22
412,710,22
576,712,22
288,753,22
558,781,22
1458,801,22
964,883,22
1467,903,22
1468,945,22
336,969,22
988,975,22
566,994,22
903,994,22
576,1003,22
1083,1040,22
1466,1046,22
618,1164,22
1274,1240,22
1459,1268,22
547,1333,22
459,1337,22
516,1388,22
1364,1392,22
549,1421,22
340,1492,22
374,1510,22
111,1520,22
418,1520,22
458,1524,22
951,1550,22
399,1553,22
401,1624,22
651,1633,22
932,1649,22
830,1729,22
591,1870,22
564,1877,22
695,1894,22
339,1897,22
357,1914,22
1199,1923,22
459,1951,22
606,1990,22
1020,2002,22
1169,2009,22
1118,2036,22
482,2070,22
490,2088,22
636,2106,22
1250,2133,22
355,2186,22
1055,2212,22
629,2281,22
66,2399,22
1360,2436,22
1037,2523,22
1236,2543,22
339,2561,22
850,2566,22
244,2595,22
407,2654,22
662,2672,22
967,2698,22
196,2852,22
71,2892,22
135,2996,22
914,3020,22
1040,3110,22
631,3116,22
1056,3196,22
278,3236,22
1400,3246,22
1154,3274,22
1439,3301,22
1402,3309,22
1434,3320,22
587,3375,22
1330,3391,22
703,3392,22
1320,3443,22
1002,3516,22
1252,3524,22
625,3526,22
1166,3535,22
792,3565,22
963,3597,22
1264,3620,22
257,3677,22
464,3771,22
231,3790,22
1211,3814,22
426,3839,22
108,4000,22
242,4056,22
926,4067,22
128,4068,22
947,4069,22
935,4192,22
698,4200,22
1222,4221,22
608,4229,22
488,4238,22
81,4397,22
1033,4448,22
907,4508,22
275,4547,22
1353,4550,22
597,4573,22
1282,4573,22
806,4635,22
1162,4635,22
1071,4641,22
426,4664,22
118,4774,22
1253,4790,22
561,4801,22
1216,4857,22
1289,4886,22
1388,4895,22
42,4914,22
1413,4927,22
1409,4931,22
1250,4932,22
767,4939,22
1221,4942,22
869,4957,22
659,4963,22
842,5058,22
748,5063,22
49,5106,22
575,5121,22
163,5142,22
1289,5185,22
1366,5200,22
1307,5210,22
299,5251,22
500,5334,22
894,5371,22
1281,5378,22
926,5467,22
111,5536,22
770,5588,22
254,5630,22
124,5645,22
302,5743,22
778,5755,22
288,5782,22
1197,5797,22
902,5830,22
1276,5877,22
785,5925,22
511,5949,22
475,6032,22
205,6049,22
311,6087,22
1266,6091,22
198,6159,22
527,6165,22
811,6183,22
80,6260,22
1410,6266,22
817,6318,22
405,6387,22
118,6415,22
1029,6418,22
702,6432,22
175,6456,22
440,6466,22
713,6599,22
1303,6616,22
1000,6622,22
1259,6706,22
1135,6751,22
1195,6788,22
281,6798,22
1409,6805,22
365,6835,22
978,6845,22
520,6879,22
631,6879,22
801,6901,22
370,6922,22
549,6939,22
714,7001,22
231,7079,22
902,7108,22
95,7187,22
1070,7187,22
594,7208,22
730,7275,22
1030,7310,22
601,7335,22
1079,7404,22
148,7456,22
819,7502,22
969,7509,22
736,7547,22
999,7549,22
1120,7647,22
469,7654,22
535,7658,22
811,7661,22
1399,7698,22
824,7709,22
966,7787,22
356,7816,22
498,7883,22
229,7903,22
507,7972,22
899,8098,22
159,8114,22
1404,8130,22
151,8131,22
1349,8184,22
590,8241,22
757,8244,22
679,8295,22
1133,8312,22
1210,8341,22
343,8351,22
460,8365,22
1298,8396,22
419,8435,22
109,8446,22
440,8510,22
803,8524,22
1128,8563,22
1213,8570,22
803,8572,22
286,8583,22
1396,8586,22
945,8601,22
1402,8603,22
1391,8606,22
786,8638,22
722,8644,22
1221,8698,22
612,8704,22
1200,8719,22
46,8779,22
1255,8794,22
418,8811,22
1157,8876,22
467,8987,22
732,9037,22
671,9129,22
718,9130,22
461,9169,22
610,9174,22
345,9244,22
1251,9329,22
873,9333,22
703,9366,22
1412,9368,22
792,9412,22
839,9463,22
124,9478,22
859,9577,22
1402,9723,22
238,9731,22
1024,9753,22
1384,9823,22
568,9924,22
110,10084,22
210,10085,22
1095,10086,22
1255,10137,22
768,10189,22
178,10239,22
1306,10240,22
651,10333,22
386,10578,22
143,10612,22
840,10623,22
1168,10646,22
432,10648,22
759,10688,22
838,10730,22
306,10741,22
665,10869,22
1176,10901,22
990,11073,22
1394,11099,22
1388,11202,22
1064,11312,22
1092,11391,22
205,11485,22
538,11609,22
607,11661,22
838,11673,22
472,11701,22
606,11709,22
668,11722,22
439,11742,22
1239,11810,22
1060,11837,22
1224,11848,22
176,11885,22
673,12043,22
1367,12093,22
1139,12126,22
1094,12175,22
300,12194,22
871,12259,22
971,12351,22
782,12369,22
593,12401,22
529,12410,22
1140,12502,22
953,12518,22
853,12564,22
82,12619,22
1191,12623,22
1069,12659,22
854,12700,22
1009,12757,22
910,12773,22
978,12780,22
114,12781,22
1402,12802,22
651,12815,22
1283,12867,22
1363,12879,22
816,299,23
1168,330,23
1143,355,23
984,357,23
987,377,23
1034,386,23
989,388,23
1040,450,23
949,473,23
1079,488,23
1034,495,23
1359,538,23
573,552,23
1019,562,23
1464,586,23
852,620,23
1416,622,23
535,672,23
1365,679,23
410,714,23
628,717,23
641,720,23
735,772,23
1217,806,23
87,827,23
913,835,23
824,859,23
392,876,23
1047,1009,23
1126,1038,23
253,1131,23
1282,1139,23
1212,1165,23
549,1203,23
709,1259,23
302,1287,23
636,1293,23
1438,1328,23
1202,1368,23
400,1380,23
685,1544,23
133,1553,23
89,1614,23
1417,1694,23
1051,1732,23
738,1742,23
274,1786,23
962,1787,23
446,1878,23
670,1889,23
721,1941,23
475,1976,23
1375,2110,23
479,2132,23
331,2175,23
425,2188,23
757,2255,23
342,2326,23
295,2337,23
1388,2363,23
844,2386,23
1422,2400,23
542,2408,23
982,2409,23
1425,2510,23
234,2525,23
1311,2587,23
536,2662,23
296,2709,23
870,2724,23
728,2958,23
326,2983,23
671,3040,23
1225,3082,23
866,3142,23
1130,3146,23
211,3218,23
932,3263,23
388,3266,23
324,3283,23
1235,3407,23
1195,3410,23
942,3454,23
734,3461,23
806,3483,23
242,3563,23
1367,3684,23
915,3702,23
1186,3743,23
526,3770,23
286,3822,23
933,3826,23
488,3872,23
255,3891,23
832,3899,23
134,3924,23
601,3994,23
142,4023,23
321,4044,23
645,4045,23
125,4130,23
788,4167,23
1231,4169,23
1139,4314,23
1325,4335,23
1211,4349,23
529,4371,23
319,4406,23
275,4422,23
416,4478,23
903,4488,23
1005,4511,23
318,4541,23
821,4621,23
208,4656,23
696,4683,23
716,4699,23
123,4702,23
620,4759,23
944,4765,23
50,4782,23
550,4791,23
109,4799,23
183,4806,23
1291,4824,23
460,4871,23
578,4872,23
810,4890,23
164,4917,23
957,4924,23
1044,4926,23
367,4966,23
688,4971,23
499,4989,23
1362,5024,23
1079,5031,23
963,5069,23
497,5100,23
647,5103,23
929,5224,23
616,5291,23
1292,5337,23
996,5407,23
625,5433,23
593,5445,23
765,5490,23
852,5520,23
662,5596,23
346,5618,23
855,5626,23
479,5649,23
970,5652,23
716,5653,23
1148,5657,23
740,5674,23
1283,5688,23
439,5690,23
187,5693,23
470,5697,23
456,5698,23
1175,5702,23
1038,5711,23
113,5718,23
302,5746,23
125,5760,23
803,5768,23
1074,5776,23
1145,5836,23
1286,5864,23
171,5876,23
853,5890,23
841,5903,23
992,5928,23
999,5932,23
669,5947,23
124,5957,23
777,5971,23
437,6005,23
337,6034,23
1235,6036,23
509,6059,23
500,6199,23
557,6273,23
897,6373,23
1099,6377,23
1241,6396,23
1257,6403,23
1247,6407,23
180,6454,23
1240,6467,23
1285,6547,23
1064,6586,23
529,6630,23
626,6645,23
1374,6665,23
236,6690,23
1039,6727,23
600,6733,23
1167,6748,23
1299,6750,23
1029,6833,23
509,6850,23
955,6875,23
259,6918,23
1275,6929,23
691,6933,23
1100,6971,23
48,6986,23
263,7040,23
693,7083,23
503,7093,23
930,7093,23
381,7175,23
442,7197,23
547,7268,23
681,7281,23
966,7286,23
551,7297,23
363,7307,23
176,7367,23
922,7406,23
653,7474,23
573,7505,23
1373,7506,23
593,7600,23
1352,7608,23
495,7623,23
775,7656,23
451,7686,23
72,7996,23
366,8142,23
628,8618,23
608,8710,23
658,8795,23
1315,8855,23
521,8931,23
419,8953,23
863,8955,23
1300,8962,23
402,8970,23
516,8983,23
689,9010,23
407,9025,23
1357,9027,23
363,9056,23
1116,9056,23
460,9136,23
63,9169,23
74,9182,23
443,9201,23
417,9252,23
1361,9289,23
896,9292,23
376,9302,23
369,9312,23
1222,9324,23
300,9378,23
431,9404,23
228,9458,23
505,9520,23
1017,9521,23
88,9547,23
816,9608,23
353,9609,23
456,9646,23
134,9685,23
470,9704,23
1226,9763,23
103,9775,23
383,9931,23
292,9949,23
276,9955,23
389,10004,23
762,10016,23
341,10060,23
1317,10083,23
1188,10093,23
605,10113,23
1282,10114,23
355,10138,23
1172,10176,23
1174,10182,23
1343,10182,23
443,10187,23
236,10197,23
1162,10207,23
279,10266,23
949,10284,23
599,10364,23
605,10444,23
672,10511,23
400,10605,23
940,10624,23
218,10706,23
522,10719,23
1017,10751,23
497,10773,23
91,10780,23
1365,10821,23
1071,10837,23
1357,10860,23
1076,10957,23
473,11026,23
239,11135,23
338,11207,23
1020,11342,23
196,11519,23
317,11574,23
349,11595,23
518,11665,23
595,11694,23
1324,11816,23
601,11837,23
443,11843,23
212,11869,23
1267,11965,23
727,11967,23
760,11985,23
1241,12041,23
723,12073,23
785,12093,23
1097,12113,23
589,12157,23
888,12201,23
837,12268,23
575,12371,23
810,12447,23
635,12466,23
652,12512,23
534,12521,23
666,12573,23
525,12597,23
535,12619,23
132,12661,23
108,12713,23
654,12721,23
392,12755,23
1384,12857,23
1152,544,24
1074,567,24
1396,609,24
1154,641,24
1319,649,24
393,662,24
821,673,24
906,697,24
438,705,24
416,716,24
580,720,24
632,723,24
907,731,24
609,758,24
133,775,24
714,780,24
205,805,24
293,837,24
429,847,24
225,883,24
764,972,24
406,994,24
979,1042,24
528,1064,24
1057,1100,24
1023,1173,24
843,1196,24
1383,1282,24
908,1288,24
396,1324,24
728,1336,24
797,1347,24
1082,1397,24
306,1409,24
1099,1427,24
154,1464,24
386,1464,24
1301,1467,24
541,1507,24
1359,1668,24
1095,1680,24
1175,1713,24
1009,1730,24
1145,1734,24
817,1737,24
353,1781,24
1385,1789,24
1393,1902,24
823,2008,24
1103,2018,24
888,2122,24
1380,2128,24
62,2188,24
1439,2203,24
523,2267,24
805,2289,24
917,2335,24
770,2420,24
736,2446,24
280,2518,24
1029,2535,24
934,2565,24
280,2620,24
1026,2686,24
811,2706,24
636,2783,24
995,2816,24
235,2833,24
1150,2834,24
1154,2857,24
103,2861,24
547,2864,24
132,2887,24
603,2896,24
1177,2906,24
452,2961,24
54,2978,24
128,2989,24
558,3011,24
231,3055,24
417,3177,24
1259,3217,24
1141,3230,24
300,3237,24
866,3242,24
449,3243,24
56,3307,24
319,3331,24
1109,3341,24
659,3422,24
1261,3452,24
489,3453,24
1392,3497,24
1267,3536,24
834,3564,24
1351,3578,24
928,3586,24
790,3676,24
1390,3678,24
274,3706,24
1261,3715,24
901,3723,24
1229,3725,24
1322,3774,24
1373,3789,24
544,3792,24
963,3809,24
537,3840,24
577,3841,24
148,3849,24
1337,3892,24
1263,3894,24
1427,3895,24
566,3944,24
111,3996,24
750,4036,24
679,4071,24
862,4074,24
739,4117,24
1051,4144,24
316,4163,24
81,4211,24
834,4212,24
823,4304,24
848,4336,24
1353,4336,24
925,4438,24
1417,4452,24
1384,4490,24
1001,4530,24
1351,4576,24
1360,4582,24
1050,4658,24
1283,4682,24
1352,4688,24
461,4740,24
669,4746,24
43,4754,24
1215,4760,24
1405,4768,24
1187,4771,24
251,4833,24
149,4905,24
168,4907,24
1265,4980,24
390,5023,24
132,5051,24
109,5058,24
765,5072,24
826,5078,24
597,5096,24
335,5133,24
897,5186,24
911,5186,24
607,5223,24
987,5328,24
1202,5362,24
1314,5390,24
633,5403,24
614,5504,24
1099,5526,24
292,5536,24
535,5584,24
818,5635,24
644,5661,24
169,5662,24
1228,5693,24
411,5722,24
202,5728,24
105,5779,24
62,5781,24
410,5792,24
486,5814,24
151,5829,24
983,5830,24
1318,5878,24
821,6001,24
939,6028,24
309,6212,24
390,6258,24
101,6287,24
484,6349,24
497,6358,24
948,6526,24
1031,6537,24
1018,6622,24
193,6714,24
1304,6730,24
864,6732,24
916,6862,24
183,6866,24
913,6867,24
1408,6878,24
961,6888,24
211,6902,24
176,6926,24
1400,6937,24
341,6947,24
126,6968,24
830,7010,24
873,7013,24
185,7047,24
39,7051,24
731,7124,24
238,7156,24
779,7270,24
535,7310,24
326,7326,24
404,7366,24
883,7394,24
985,7417,24
195,7472,24
504,7491,24
84,7492,24
757,7514,24
149,7533,24
596,7558,24
720,7570,24
1397,7587,24
591,7621,24
95,7638,24
738,7659,24
1240,7660,24
293,7713,24
1265,7726,24
624,7740,24
138,7741,24
723,7753,24
721,7802,24
706,7806,24
472,7839,24
462,7843,24
302,7850,24
702,7899,24
638,7907,24
170,7933,24
248,8002,24
573,8003,24
1103,8013,24
371,8086,24
1367,8155,24
475,8317,24
427,8335,24
81,8343,24
614,8370,24
838,8412,24
1108,8470,24
267,8472,24
377,8475,24
694,8525,24
287,8544,24
941,8552,24
131,8559,24
619,8566,24
1159,8598,24
507,8610,24
622,8622,24
966,8637,24
736,8682,24
586,8699,24
149,8709,24
882,8719,24
1343,8776,24
81,8784,24
883,8785,24
204,8877,24
806,8901,24
675,8949,24
366,8989,24
1330,9017,24
137,9053,24
1254,9072,24
685,9131,24
960,9141,24
1320,9165,24
409,9343,24
1377,9354,24
643,9378,24
276,9399,24
536,9422,24
801,9452,24
717,9459,24
605,9491,24
1113,9504,24
1027,9506,24
74,9514,24
1280,9542,24
1004,9694,24
380,9760,24
222,9762,24
893,9764,24
1218,9796,24
834,9885,24
1215,10115,24
1392,10159,24
403,10262,24
565,10276,24
574,10278,24
582,10431,24
370,10591,24
404,10600,24
389,10634,24
859,10662,24
300,10851,24
832,10972,24
463,11088,24
368,11169,24
1291,11232,24
585,11447,24
544,11588,24
513,11652,24
170,11699,24
753,11750,24
655,11760,24
1306,11826,24
468,11855,24
615,11868,24
241,11924,24
1152,11939,24
648,12020,24
1179,12043,24
99,12062,24
967,12079,24
663,12104,24
1288,12188,24
489,12356,24
442,12480,24
530,12484,24
513,12521,24
1247,12559,24
198,12616,24
1301,12631,24
196,12650,24
931,12785,24
1386,875,25
867,1067,25
1231,1079,25
1384,2216,25
728,2248,25
706,2308,25
1022,2456,25
497,2464,25
1307,2476,25
1371,2501,25
1177,2678,25
1106,2710,25
1162,2745,25
1159,2752,25
760,2789,25
199,2825,25
1246,2879,25
293,2971,25
186,2997,25
138,3143,25
269,3166,25
371,3197,25
124,3209,25
451,3234,25
374,3299,25
805,3321,25
345,3358,25
595,3403,25
632,3411,25
743,3560,25
525,3599,25
116,3725,25
508,3780,25
442,3790,25
185,3825,25
420,3872,25
86,3873,25
1250,3901,25
409,3943,25
1144,3945,25
1375,4010,25
352,4017,25
802,4049,25
881,4098,25
209,4099,25
962,4201,25
214,4203,25
731,4223,25
608,4247,25
176,4258,25
956,4302,25
1246,4380,25
734,4400,25
1277,4414,25
1189,4436,25
77,4442,25
938,4480,25
866,4535,25
1305,4589,25
1107,4604,25
805,4768,25
334,4839,25
1213,4895,25
1041,4912,25
821,4971,25
734,4985,25
964,5023,25
557,5048,25
871,5049,25
502,5197,25
82,5219,25
650,5223,25
886,5277,25
768,5323,25
1230,5370,25
1045,5375,25
1285,5380,25
790,5400,25
96,5412,25
629,5452,25
712,5457,25
113,5493,25
415,5510,25
388,5541,25
1259,5544,25
1081,5545,25
303,5613,25
1232,5652,25
1326,5702,25
213,5703,25
882,5782,25
916,5791,25
59,5854,25
94,5854,25
551,5969,25
282,5982,25
898,5991,25
823,6025,25
848,6058,25
148,6128,25
1125,6158,25
1097,6194,25
156,6218,25
241,6219,25
846,6228,25
117,6239,25
133,6313,25
332,6337,25
1228,6411,25
879,6475,25
1304,6503,25
882,6557,25
574,6586,25
204,6629,25
496,6647,25
188,6740,25
1232,6761,25
1183,6845,25
647,6877,25
943,6882,25
1339,6904,25
194,6911,25
510,7017,25
327,7045,25
327,7084,25
427,7170,25
989,7268,25
786,7284,25
1083,7312,25
1100,7670,25
86,7720,25
433,7735,25
1051,7762,25
878,7810,25
1394,7814,25
374,7842,25
720,7856,25
833,7911,25
1150,7924,25
356,7943,25
1063,7979,25
394,7981,25
1164,8010,25
257,8023,25
312,8061,25
1306,8070,25
178,8071,25
1234,8136,25
287,8147,25
204,8175,25
414,8218,25
958,8237,25
342,8260,25
1196,8283,25
1005,8285,25
1188,8350,25
117,8380,25
893,8432,25
968,8488,25
55,8524,25
345,8524,25
1138,8573,25
54,8657,25
997,8726,25
1338,8773,25
1208,8799,25
370,8926,25
663,8958,25
1337,9040,25
434,9176,25
207,9186,25
65,9233,25
717,9301,25
572,9329,25
846,9347,25
218,9370,25
998,9724,25
1252,9769,25
544,9812,25
546,9890,25
789,9893,25
577,9986,25
207,9988,25
314,10006,25
818,10190,25
284,10217,25
92,10224,25
570,10270,25
998,10350,25
596,10351,25
203,10369,25
133,10371,25
374,10427,25
1037,10427,25
1101,10463,25
623,10576,25
753,10715,25
693,10761,25
768,10774,25
1179,10791,25
664,10915,25
596,10958,25
676,10961,25
579,11027,25
833,11051,25
656,11055,25
1368,11114,25
1247,11124,25
108,11127,25
551,11276,25
264,11295,25
101,11430,25
238,11638,25
519,11652,25
638,11713,25
557,11727,25
584,11734,25
890,11734,25
690,11781,25
1152,11872,25
236,11882,25
115,11894,25
1351,11907,25
614,11911,25
716,12353,25
713,12358,25
1105,12372,25
731,12394,25
1166,12415,25
422,12421,25
893,12449,25
991,12456,25
834,12468,25
188,12530,25
1110,12536,25
404,12566,25
467,12591,25
660,12673,25
342,12678,25
1038,12693,25
706,12708,25
662,12762,25
969,12784,25
433,12807,25
374,12817,25
1290,12821,25
1158,319,26
938,333,26
1055,334,26
783,347,26
618,357,26
822,357,26
1241,418,26
1427,421,26
1145,438,26
638,483,26
1356,503,26
594,530,26
1200,615,26
1276,630,26
1050,653,26
945,672,26
1167,859,26
245,1390,26
370,1470,26
266,1690,26
496,1714,26
707,1721,26
275,1846,26
464,1972,26
219,1990,26
1059,2045,26
816,2070,26
174,2279,26
558,2301,26
172,2327,26
1422,2363,26
97,2395,26
1333,2443,26
713,2457,26
477,2565,26
464,2610,26
1317,2668,26
879,2692,26
856,2696,26
573,2701,26
983,2703,26
928,2728,26
1133,2778,26
1386,2870,26
1225,2887,26
1366,2924,26
598,2937,26
982,2942,26
668,2950,26
447,2985,26
938,3044,26
529,3069,26
887,3224,26
267,3418,26
1008,3420,26
343,3703,26
749,3996,26
627,4003,26
1142,4100,26
435,4102,26
1158,4110,26
794,4148,26
720,4209,26
1378,4227,26
542,4237,26
958,4306,26
1264,4313,26
701,4413,26
1153,4428,26
1057,4429,26
1050,4522,26
1159,4540,26
1346,4545,26
660,4553,26
659,4573,26
1063,4612,26
735,4688,26
763,4765,26
1294,4848,26
1019,4856,26
739,4872,26
1113,4873,26
865,4944,26
751,4951,26
557,5006,26
941,5006,26
881,5068,26
145,5081,26
355,5224,26
127,5228,26
1385,5242,26
361,5321,26
1049,5321,26
566,5346,26
1252,5351,26
1072,5408,26
115,5433,26
1247,5433,26
1351,5435,26
846,5455,26
89,5486,26
299,5490,26
522,5492,26
1371,5520,26
538,5544,26
574,5560,26
933,5602,26
286,5617,26
358,5617,26
1408,5656,26
1396,5670,26
845,5706,26
1025,5708,26
694,5723,26
885,5775,26
652,5787,26
417,5802,26
45,5824,26
164,5837,26
753,5877,26
435,5916,26
1219,5925,26
196,5926,26
1369,5957,26
337,5992,26
678,6023,26
324,6043,26
735,6044,26
1272,6075,26
267,6102,26
203,6106,26
288,6108,26
136,6124,26
617,6223,26
706,6241,26
214,6250,26
1353,6306,26
675,6349,26
443,6356,26
785,6378,26
598,6381,26
784,6383,26
649,6418,26
772,6428,26
191,6462,26
1123,6512,26
840,6542,26
1390,6569,26
600,6578,26
1299,6585,26
1090,6621,26
1085,6640,26
354,6658,26
270,6666,26
630,6680,26
794,6708,26
763,6760,26
379,6766,26
314,6842,26
957,6843,26
488,6894,26
414,6930,26
1258,6932,26
317,6968,26
139,7080,26
282,7126,26
842,7195,26
701,7251,26
715,7252,26
1028,7438,26
809,7500,26
430,7508,26
1264,7518,26
622,7526,26
45,7547,26
671,7551,26
483,7568,26
1000,7659,26
306,7665,26
408,7670,26
741,7689,26
919,7724,26
1276,7737,26
421,7760,26
195,7774,26
942,7840,26
249,7846,26
540,7983,26
754,7994,26
1370,8000,26
84,8021,26
1301,8048,26
172,8110,26
748,8152,26
230,8162,26
1048,8213,26
799,8223,26
562,8268,26
390,8311,26
243,8349,26
751,8421,26
1191,8429,26
1090,8434,26
561,8453,26
48,8481,26
805,8539,26
1125,8581,26
694,8597,26
674,8598,26
826,8647,26
1289,8655,26
363,8671,26
874,8693,26
1249,8695,26
1368,8781,26
1362,8784,26
189,8797,26
943,8807,26
538,8812,26
369,8836,26
1342,8875,26
1301,8892,26
473,8904,26
453,8958,26
605,9057,26
203,9061,26
182,9264,26
385,9273,26
1236,9352,26
449,9413,26
46,9453,26
840,9459,26
491,9461,26
332,9466,26
872,9484,26
836,9559,26
359,9561,26
792,9575,26
866,9602,26
596,9646,26
1247,9654,26
274,9725,26
696,9835,26
392,9848,26
895,9875,26
958,9892,26
792,9942,26
928,9953,26
426,10041,26
1214,10051,26
398,10054,26
632,10105,26
1200,10108,26
81,10177,26
717,10274,26
109,10300,26
588,10311,26
708,10313,26
969,10347,26
133,10373,26
772,10399,26
565,10405,26
1385,10418,26
176,10550,26
1086,10580,26
322,10611,26
1364,10626,26
1390,10710,26
474,10715,26
1243,10720,26
1385,10768,26
689,10820,26
1245,10885,26
1377,10994,26
357,11008,26
851,11026,26
273,11096,26
76,11138,26
690,11157,26
965,11455,26
568,11619,26
1326,11817,26
714,11821,26
786,12348,26
528,12378,26
758,12401,26
733,12524,26
1328,12610,26
1079,12623,26
616,774,27
1174,774,27
149,792,27
77,799,27
564,800,27
150,828,27
451,875,27
470,974,27
756,1038,27
995,1069,27
874,1106,27
330,1111,27
1368,1116,27
1019,1133,27
189,1233,27
551,1311,27
1160,1371,27
178,1378,27
265,1451,27
995,1467,27
579,1558,27
1186,1594,27
1085,1628,27
219,1680,27
854,1684,27
1104,1712,27
181,1806,27
1030,1881,27
1130,2011,27
1087,2024,27
1130,2052,27
1263,2102,27
528,2191,27
750,2230,27
380,2256,27
872,2263,27
236,2288,27
328,2315,27
754,2348,27
349,2386,27
853,2411,27
883,2425,27
104,2445,27
581,2449,27
1178,2545,27
922,2561,27
1040,2568,27
374,2583,27
204,2595,27
254,2647,27
278,2676,27
1000,2730,27
1010,2815,27
1185,2822,27
62,2913,27
975,2935,27
1075,2949,27
962,3075,27
1219,3082,27
889,3187,27
91,3333,27
1336,3394,27
746,3597,27
464,3614,27
383,3617,27
1275,3668,27
624,3730,27
376,3758,27
1105,3758,27
628,3773,27
575,3786,27
320,3811,27
149,4045,27
919,4059,27
337,4072,27
1301,4075,27
377,4150,27
226,4176,27
1053,4207,27
304,4226,27
1223,4247,27
460,4268,27
609,4269,27
1162,4281,27
1153,4304,27
707,4345,27
749,4350,27
862,4351,27
1318,4355,27
163,4368,27
778,4405,27
77,4410,27
568,4463,27
1181,4466,27
1045,4473,27
1313,4524,27
598,4542,27
1103,4570,27
204,4577,27
1280,4600,27
520,4606,27
1082,4665,27
1303,4668,27
1056,4683,27
149,4684,27
130,4735,27
486,4735,27
725,4772,27
1380,4784,27
1144,4914,27
1100,4937,27
1268,4948,27
351,4999,27
932,5014,27
1146,5025,27
352,5087,27
1053,5114,27
399,5123,27
465,5131,27
683,5134,27
871,5138,27
1344,5179,27
428,5328,27
262,5351,27
1395,5352,27
659,5386,27
926,5464,27
323,5478,27
352,5518,27
345,5526,27
1349,5554,27
507,5567,27
276,5647,27
685,5671,27
219,5685,27
459,5698,27
513,5757,27
676,5772,27
1077,5827,27
904,5848,27
888,5908,27
118,5924,27
895,5973,27
55,5998,27
927,6000,27
161,6005,27
397,6011,27
1049,6073,27
414,6147,27
819,6186,27
1337,6200,27
428,6225,27
144,6266,27
363,6282,27
325,6289,27
1366,6296,27
492,6318,27
910,6332,27
808,6356,27
512,6400,27
1147,6450,27
1114,6469,27
114,6491,27
501,6525,27
1044,6544,27
1236,6555,27
1316,6566,27
189,6607,27
1415,6607,27
1301,6727,27
1195,6732,27
823,6759,27
503,6772,27
748,6796,27
835,6855,27
265,6860,27
1404,6880,27
828,6931,27
1043,6979,27
597,7019,27
108,7179,27
178,7239,27
268,7382,27
381,7404,27
906,7419,27
1305,7453,27
1267,7484,27
1117,7511,27
1099,7552,27
77,7608,27
763,7654,27
1252,7711,27
87,7795,27
1226,7800,27
196,7806,27
1413,7818,27
1047,7833,27
280,7877,27
1238,7893,27
891,7908,27
1412,7909,27
557,7921,27
316,7926,27
474,7955,27
750,7964,27
605,7990,27
128,8071,27
539,8074,27
1053,8092,27
236,8116,27
1200,8134,27
1193,8138,27
516,8159,27
930,8186,27
862,8194,27
257,8356,27
241,8357,27
401,8377,27
654,8395,27
557,8435,27
1339,8535,27
455,8581,27
1210,8631,27
204,8634,27
473,8666,27
498,8738,27
1283,8752,27
179,8762,27
1180,8766,27
1326,8766,27
492,8807,27
1326,8850,27
1207,8851,27
