"xm1","ym1","zm1"
1329,4073,11
576,4079,11
317,4089,11
270,4103,11
1330,4128,11
678,4173,11
1003,4238,11
438,4275,11
1344,4281,11
145,4311,11
1031,4319,11
323,4347,11
1031,4357,11
1415,4383,11
749,4408,11
79,4415,11
1191,4456,11
635,4481,11
362,4489,11
1303,4581,11
1348,4594,11
219,4619,11
330,4669,11
555,4675,11
395,4696,11
1230,4700,11
476,4707,11
920,4716,11
197,4722,11
802,4736,11
964,4761,11
195,4787,11
677,4797,11
129,4801,11
915,4806,11
284,4830,11
1278,4832,11
1043,4836,11
589,4845,11
1058,4878,11
1037,4891,11
907,4897,11
1034,4904,11
90,4940,11
565,4996,11
1085,5001,11
686,5058,11
929,5062,11
1341,5097,11
772,5120,11
437,5126,11
424,5173,11
1335,5224,11
357,5279,11
825,5280,11
223,5291,11
639,5293,11
421,5296,11
398,5332,11
790,5336,11
409,5344,11
1179,5379,11
370,5403,11
1394,5412,11
1131,5415,11
73,5419,11
426,5443,11
671,5484,11
549,5501,11
970,5502,11
506,5511,11
818,5516,11
400,5522,11
458,5531,11
1013,5606,11
1370,5629,11
898,5639,11
902,5653,11
577,5677,11
1403,5677,11
666,5684,11
446,5710,11
169,5817,11
129,5886,11
1108,5889,11
941,5948,11
600,5985,11
1308,6003,11
636,6007,11
306,6025,11
59,6052,11
1245,6075,11
566,6077,11
1297,6093,11
157,6122,11
646,6138,11
415,6159,11
161,6178,11
583,6191,11
1187,6246,11
1009,6254,11
758,6270,11
1142,6281,11
577,6325,11
269,6346,11
648,6404,11
1333,6404,11
648,6419,11
69,6502,11
1367,6504,11
787,6513,11
1088,6536,11
365,6542,11
508,6575,11
1117,6615,11
1174,6652,11
805,6663,11
623,6670,11
1281,6677,11
761,6691,11
1158,6767,11
186,6806,11
911,6815,11
368,6878,11
735,6897,11
1167,6898,11
789,6920,11
296,6962,11
1241,6966,11
387,6968,11
145,6986,11
340,6997,11
1232,7002,11
1056,7009,11
1217,7027,11
1200,7107,11
782,7128,11
71,7138,11
1152,7138,11
357,7150,11
1234,7163,11
1071,7179,11
557,7183,11
202,7212,11
1351,7227,11
1134,7229,11
454,7244,11
109,7293,11
111,7314,11
572,7325,11
590,7341,11
380,7344,11
871,7384,11
210,7408,11
646,7413,11
1026,7415,11
342,7428,11
119,7469,11
366,7506,11
1046,7518,11
412,7526,11
941,7529,11
802,7617,11
482,7628,11
185,7675,11
278,7679,11
208,7698,11
669,7734,11
1066,7780,11
605,7783,11
286,7872,11
79,7875,11
1127,7919,11
619,7926,11
539,8081,11
157,8118,11
582,8152,11
1010,8179,11
1181,8187,11
582,8193,11
966,8207,11
97,8225,11
94,8286,11
406,8287,11
1144,8354,11
1152,8387,11
206,8423,11
1271,8448,11
467,8520,11
157,8557,11
510,8561,11
258,8570,11
1130,8621,11
391,8706,11
1309,8723,11
927,8749,11
366,8760,11
295,8774,11
1050,8775,11
165,8790,11
367,8852,11
733,8917,11
836,8917,11
429,8985,11
350,9025,11
239,9063,11
188,9085,11
422,9097,11
503,9112,11
129,9161,11
1139,9176,11
1212,9193,11
67,9231,11
973,9236,11
512,9273,11
1161,9301,11
1151,9303,11
308,9322,11
1330,9361,11
937,9423,11
1273,9428,11
381,9441,11
393,9483,11
835,9521,11
1249,9523,11
865,9569,11
860,9671,11
572,9692,11
919,9722,11
856,9737,11
1013,9763,11
1256,9793,11
896,9796,11
393,9883,11
342,9959,11
141,9978,11
536,9978,11
444,10028,11
573,10182,11
447,10229,11
1009,10509,11
832,10511,11
245,10588,11
949,10599,11
186,11047,11
917,11220,11
49,11511,11
196,11512,11
673,11693,11
673,11717,11
692,11788,11
44,11821,11
600,11833,11
1129,11851,11
356,11876,11
969,11911,11
796,11924,11
824,11933,11
1252,11938,11
775,11958,11
71,12001,11
696,12007,11
678,12029,11
214,12037,11
685,12069,11
601,12148,11
731,12148,11
1153,12154,11
1245,12170,11
318,12245,11
438,12248,11
267,12277,11
1110,12305,11
1083,12308,11
604,12322,11
943,12323,11
150,12333,11
142,12345,11
1294,12347,11
707,12355,11
1036,12437,11
184,12444,11
474,12618,11
680,12654,11
971,12672,11
302,12710,11
1203,12712,11
1225,12715,11
985,12740,11
60,12776,11
1115,12783,11
648,12799,11
493,12801,11
398,12831,11
1055,12848,11
337,12856,11
266,12915,11
348,12937,11
116,12953,11
305,12965,11
1092,226,12
987,343,12
1357,412,12
603,416,12
1142,461,12
794,474,12
1054,481,12
485,491,12
609,501,12
1186,513,12
795,532,12
536,576,12
950,655,12
1251,701,12
457,742,12
218,750,12
185,764,12
176,775,12
1171,796,12
1168,798,12
686,810,12
436,899,12
492,916,12
896,942,12
754,981,12
372,994,12
725,1030,12
868,1041,12
898,1181,12
948,1191,12
962,1195,12
486,1266,12
889,1266,12
1072,1280,12
921,1301,12
388,1313,12
889,1418,12
561,1420,12
932,1429,12
920,1549,12
641,1583,12
366,1732,12
1165,1754,12
128,1770,12
1371,1778,12
937,1786,12
834,1829,12
637,1841,12
787,1845,12
1116,1871,12
366,1904,12
552,1906,12
200,1928,12
617,1967,12
1049,2023,12
484,2046,12
519,2104,12
1330,2227,12
1005,2345,12
1295,2434,12
626,2511,12
122,2534,12
983,2612,12
941,2663,12
605,2676,12
1285,2761,12
1152,2824,12
1394,2844,12
492,2872,12
100,2907,12
525,2919,12
590,2959,12
1214,3014,12
1201,3057,12
126,3143,12
1201,3158,12
241,3161,12
1446,3198,12
1200,3241,12
1062,3262,12
965,3318,12
832,3373,12
329,3467,12
967,3482,12
194,3576,12
598,3599,12
1300,3666,12
1327,3676,12
1429,3700,12
423,3719,12
566,3759,12
1421,3772,12
501,3776,12
687,3791,12
410,3837,12
1077,3885,12
495,3901,12
1327,3913,12
654,3921,12
314,3946,12
1067,3961,12
1029,4054,12
872,4067,12
559,4075,12
1130,4098,12
596,4156,12
119,4161,12
346,4212,12
1386,4219,12
945,4300,12
537,4322,12
985,4323,12
56,4355,12
1196,4365,12
233,4391,12
1085,4437,12
795,4445,12
1160,4449,12
1381,4458,12
1375,4489,12
1158,4500,12
1096,4503,12
1406,4508,12
1239,4547,12
278,4550,12
804,4579,12
1157,4636,12
1202,4666,12
1366,4674,12
780,4714,12
213,4733,12
382,4751,12
332,4753,12
1268,4774,12
100,4794,12
548,4803,12
254,4842,12
1112,4854,12
331,4868,12
665,4926,12
371,4931,12
1319,4943,12
726,5056,12
959,5139,12
887,5182,12
116,5189,12
384,5204,12
590,5218,12
211,5221,12
316,5272,12
793,5310,12
227,5323,12
718,5362,12
601,5388,12
1266,5416,12
74,5447,12
1276,5449,12
1260,5459,12
343,5466,12
1363,5471,12
568,5477,12
88,5495,12
251,5502,12
794,5508,12
668,5525,12
1355,5597,12
473,5607,12
217,5609,12
774,5616,12
346,5630,12
787,5690,12
1289,5690,12
1422,5698,12
382,5699,12
97,5715,12
732,5728,12
476,5743,12
1158,5769,12
1409,5793,12
221,5834,12
462,5850,12
1045,5930,12
1192,5946,12
985,5954,12
1321,5983,12
917,5992,12
299,6010,12
1166,6014,12
1180,6023,12
857,6040,12
769,6067,12
1236,6091,12
606,6097,12
99,6119,12
886,6172,12
181,6203,12
511,6248,12
1237,6314,12
708,6325,12
1188,6340,12
117,6428,12
188,6439,12
415,6484,12
406,6500,12
1195,6594,12
1220,6597,12
1252,6615,12
1233,6637,12
162,6642,12
1004,6655,12
657,6687,12
410,6722,12
359,6724,12
1241,6731,12
841,6802,12
254,6820,12
485,6834,12
842,6852,12
688,6888,12
238,6917,12
153,6943,12
458,7006,12
237,7070,12
1160,7128,12
61,7133,12
1038,7155,12
509,7159,12
271,7224,12
122,7311,12
1380,7315,12
475,7317,12
877,7353,12
1313,7406,12
689,7420,12
391,7425,12
504,7425,12
985,7426,12
666,7435,12
887,7460,12
851,7486,12
977,7493,12
682,7502,12
999,7502,12
67,7509,12
733,7527,12
1021,7529,12
644,7647,12
783,7648,12
849,7705,12
301,7740,12
364,7776,12
854,7797,12
1168,7805,12
772,7819,12
455,7829,12
119,7832,12
977,7854,12
289,7871,12
1134,7893,12
421,7896,12
1113,7944,12
1131,7969,12
77,8005,12
901,8049,12
1168,8099,12
405,8101,12
248,8133,12
842,8194,12
1271,8219,12
1172,8281,12
875,8349,12
1043,8352,12
284,8405,12
212,8424,12
135,8454,12
1150,8454,12
729,8484,12
1297,8501,12
1140,8515,12
194,8544,12
873,8544,12
548,8607,12
79,8702,12
1206,8756,12
737,8776,12
1087,8843,12
277,8963,12
305,8990,12
1234,8993,12
451,9052,12
848,9129,12
607,9172,12
518,9218,12
819,9372,12
1116,9399,12
226,9402,12
1300,9461,12
1322,9512,12
380,9515,12
358,9576,12
167,9597,12
724,9618,12
294,9631,12
545,9692,12
459,9706,12
918,9719,12
785,9742,12
1128,9748,12
157,9763,12
241,9819,12
1199,9822,12
534,9940,12
284,10053,12
260,10056,12
1165,10059,12
1102,10075,12
1002,10094,12
137,10104,12
705,10117,12
1335,10143,12
1233,10273,12
353,10373,12
888,10418,12
689,10460,12
1172,10519,12
513,10568,12
303,10577,12
90,10596,12
939,10606,12
1122,10618,12
282,10745,12
991,10797,12
734,10841,12
218,10842,12
1293,10853,12
1250,10875,12
675,10906,12
71,10909,12
1014,10916,12
1295,10977,12
764,11089,12
328,11202,12
883,11234,12
214,11348,12
743,11466,12
125,11510,12
625,11611,12
91,11630,12
236,11660,12
582,11673,12
265,11747,12
285,11843,12
417,11870,12
144,11892,12
544,11914,12
539,12015,12
624,12021,12
370,12041,12
629,12068,12
1255,12078,12
1238,12100,12
1212,12131,12
55,12206,12
1132,12244,12
694,12255,12
374,12316,12
1279,12363,12
1060,12504,12
715,12510,12
818,12689,12
1421,49,13
1479,154,13
1013,216,13
1105,247,13
1122,263,13
1326,318,13
657,356,13
612,387,13
841,398,13
1129,431,13
1463,440,13
623,498,13
1002,520,13
1185,548,13
296,604,13
531,606,13
719,627,13
487,631,13
587,707,13
377,796,13
579,847,13
398,854,13
429,873,13
265,886,13
613,915,13
398,918,13
337,991,13
659,1004,13
1428,1065,13
633,1078,13
1240,1105,13
1158,1190,13
446,1213,13
356,1221,13
335,1255,13
1038,1276,13
1069,1312,13
737,1352,13
317,1353,13
1082,1358,13
652,1376,13
132,1485,13
292,1485,13
499,1500,13
902,1589,13
1469,1657,13
423,1735,13
648,1771,13
894,1834,13
1357,1845,13
572,1848,13
1374,1851,13
288,1878,13
954,1894,13
254,1898,13
1462,1932,13
537,1977,13
721,1987,13
1027,2072,13
1264,2079,13
404,2082,13
514,2100,13
1442,2111,13
214,2129,13
1393,2147,13
1336,2156,13
1053,2199,13
131,2207,13
535,2222,13
562,2229,13
473,2249,13
1374,2302,13
176,2323,13
584,2335,13
1218,2587,13
844,2652,13
764,2706,13
901,2719,13
877,2814,13
842,2828,13
1313,2843,13
413,2846,13
180,2847,13
547,2847,13
815,2882,13
1326,2893,13
594,2900,13
912,2925,13
128,2935,13
452,2981,13
580,2999,13
1221,3029,13
871,3043,13
1295,3043,13
751,3051,13
379,3069,13
1382,3368,13
268,3391,13
361,3392,13
821,3418,13
790,3434,13
1350,3438,13
352,3457,13
643,3488,13
528,3512,13
589,3513,13
1147,3523,13
282,3527,13
595,3590,13
1154,3591,13
375,3596,13
1225,3600,13
753,3605,13
1271,3626,13
1274,3664,13
1106,3679,13
1097,3690,13
407,3730,13
1358,3743,13
584,3773,13
1406,3849,13
241,3857,13
1356,3858,13
167,3895,13
137,3905,13
1314,3950,13
1157,4012,13
630,4029,13
1095,4041,13
763,4048,13
870,4049,13
1217,4049,13
1158,4051,13
835,4074,13
826,4078,13
124,4096,13
497,4166,13
977,4215,13
324,4236,13
322,4242,13
1237,4244,13
873,4247,13
242,4347,13
323,4392,13
830,4456,13
667,4459,13
337,4510,13
913,4529,13
149,4579,13
807,4587,13
1055,4638,13
507,4677,13
813,4694,13
1361,4695,13
1073,4705,13
875,4744,13
627,4754,13
1012,4826,13
374,4850,13
1205,4903,13
1285,4949,13
1002,4971,13
1165,4973,13
1332,4977,13
1257,5023,13
1254,5028,13
388,5059,13
692,5071,13
796,5084,13
955,5115,13
78,5171,13
687,5180,13
1340,5203,13
1285,5307,13
938,5319,13
982,5337,13
464,5350,13
531,5381,13
440,5401,13
1300,5407,13
843,5422,13
143,5425,13
569,5455,13
568,5481,13
105,5487,13
1109,5517,13
1070,5551,13
542,5565,13
1256,5580,13
1263,5589,13
1361,5591,13
1397,5611,13
903,5617,13
345,5653,13
301,5671,13
1032,5687,13
1371,5693,13
476,5741,13
744,5748,13
180,5764,13
1288,5825,13
1282,5850,13
78,5875,13
765,5880,13
334,5966,13
785,5990,13
525,5994,13
295,6006,13
321,6017,13
727,6119,13
752,6192,13
516,6241,13
1222,6241,13
175,6262,13
447,6275,13
714,6341,13
1303,6385,13
755,6390,13
167,6429,13
801,6444,13
791,6493,13
69,6560,13
185,6565,13
98,6614,13
640,6643,13
1279,6660,13
1275,6666,13
195,6673,13
846,6682,13
131,6686,13
555,6690,13
576,6702,13
81,6741,13
1319,6772,13
1297,6807,13
374,6827,13
1369,6860,13
938,6863,13
148,6865,13
1048,6867,13
1240,6871,13
235,6876,13
1247,6917,13
201,6934,13
581,6946,13
389,6958,13
1293,6967,13
1359,6972,13
589,6990,13
264,7018,13
1197,7091,13
194,7102,13
625,7136,13
655,7144,13
138,7146,13
543,7241,13
1375,7275,13
88,7331,13
724,7363,13
924,7374,13
899,7401,13
131,7403,13
866,7430,13
268,7448,13
658,7475,13
1207,7503,13
1299,7510,13
1035,7522,13
466,7542,13
833,7569,13
1164,7596,13
702,7601,13
780,7601,13
375,7603,13
117,7611,13
267,7634,13
640,7646,13
717,7743,13
1065,7775,13
200,7824,13
1151,7853,13
878,7879,13
850,7887,13
652,7948,13
325,7951,13
650,7972,13
248,8123,13
609,8239,13
885,8250,13
1035,8259,13
96,8311,13
1200,8413,13
693,8521,13
880,8521,13
1357,8540,13
812,8609,13
835,8625,13
787,8658,13
853,8672,13
1327,8716,13
344,8718,13
306,8726,13
361,8729,13
1283,8741,13
1282,8764,13
1327,8767,13
433,8769,13
333,8776,13
655,8777,13
197,8847,13
877,8849,13
1313,8885,13
126,8888,13
861,8911,13
470,8947,13
775,8989,13
105,8990,13
877,9006,13
1016,9015,13
137,9057,13
115,9060,13
360,9079,13
464,9094,13
1330,9179,13
89,9216,13
1291,9264,13
170,9265,13
368,9292,13
405,9312,13
147,9326,13
573,9351,13
1243,9358,13
223,9419,13
1179,9432,13
264,9435,13
452,9449,13
173,9517,13
764,9524,13
193,9573,13
158,9580,13
319,9589,13
120,9597,13
1221,9618,13
485,9645,13
591,9668,13
988,9704,13
490,9705,13
597,9736,13
1027,9744,13
342,9811,13
1063,9825,13
264,9897,13
807,9899,13
340,9978,13
476,9988,13
634,9991,13
263,10056,13
1134,10084,13
117,10088,13
435,10089,13
353,10143,13
990,10145,13
901,10161,13
1233,10181,13
850,10233,13
991,10257,13
1172,10276,13
637,10313,13
122,10316,13
313,10320,13
304,10428,13
536,10456,13
470,10535,13
718,10599,13
717,10621,13
1168,10639,13
1002,11053,13
752,11078,13
230,11182,13
1202,11220,13
218,11324,13
542,11658,13
501,11672,13
481,11690,13
1048,11734,13
1204,11768,13
1089,11792,13
44,11837,13
1104,11921,13
189,11952,13
863,11954,13
384,11986,13
868,11988,13
255,12059,13
95,12253,13
752,12256,13
876,12259,13
662,12332,13
710,12403,13
524,12421,13
140,12560,13
404,12612,13
1022,12621,13
227,12629,13
971,12696,13
345,12702,13
795,12703,13
1219,12707,13
1081,12767,13
497,12785,13
1158,12857,13
327,12863,13
945,12884,13
886,12912,13
235,12927,13
1328,68,14
1415,135,14
1261,139,14
1386,148,14
1361,177,14
1042,208,14
1384,211,14
832,305,14
1413,312,14
1408,320,14
886,362,14
838,389,14
566,437,14
1035,459,14
813,521,14
1342,534,14
1126,557,14
631,616,14
598,627,14
1413,650,14
468,693,14
601,742,14
425,750,14
1314,751,14
574,867,14
288,871,14
988,912,14
1448,919,14
1403,923,14
1054,983,14
614,985,14
871,985,14
467,1011,14
991,1022,14
634,1048,14
278,1142,14
1388,1155,14
1292,1226,14
423,1231,14
261,1240,14
952,1270,14
777,1271,14
1314,1284,14
975,1330,14
591,1333,14
770,1356,14
1338,1401,14
393,1407,14
921,1407,14
529,1410,14
353,1472,14
244,1505,14
1376,1582,14
789,1583,14
115,1588,14
485,1595,14
553,1627,14
361,1639,14
254,1691,14
1001,1720,14
691,1726,14
995,1842,14
731,1860,14
724,1863,14
1343,1878,14
678,1908,14
492,1970,14
755,1976,14
1150,1994,14
1171,2022,14
942,2038,14
356,2082,14
500,2101,14
1164,2248,14
1065,2283,14
523,2336,14
932,2407,14
1456,2408,14
467,2424,14
518,2488,14
570,2529,14
310,2533,14
774,2535,14
147,2559,14
631,2597,14
983,2629,14
283,2672,14
679,2704,14
205,2792,14
1269,2792,14
204,3054,14
1111,3112,14
1109,3133,14
498,3158,14
648,3158,14
1099,3171,14
1088,3225,14
984,3250,14
827,3300,14
315,3306,14
1410,3321,14
488,3423,14
1213,3440,14
1302,3539,14
1358,3586,14
1423,3605,14
322,3617,14
970,3632,14
1049,3632,14
1198,3639,14
1131,3645,14
1092,3663,14
97,3691,14
938,3694,14
220,3711,14
1225,3727,14
562,3758,14
668,3778,14
470,3790,14
725,3946,14
276,3954,14
1312,3980,14
232,4067,14
748,4118,14
469,4119,14
973,4186,14
1238,4187,14
283,4202,14
1061,4211,14
1231,4212,14
434,4230,14
1421,4234,14
345,4257,14
1274,4306,14
1149,4324,14
834,4367,14
1247,4372,14
611,4380,14
64,4461,14
1283,4481,14
401,4489,14
691,4545,14
330,4601,14
1110,4667,14
968,4669,14
594,4675,14
1352,4689,14
1199,4694,14
324,4705,14
535,4709,14
1365,4717,14
321,4720,14
634,4720,14
291,4721,14
634,4746,14
534,4750,14
349,4763,14
132,4780,14
1293,4802,14
163,4849,14
1200,4962,14
707,4965,14
720,5041,14
1421,5051,14
304,5065,14
365,5065,14
943,5106,14
709,5109,14
941,5138,14
928,5144,14
126,5150,14
511,5210,14
84,5253,14
1063,5303,14
1124,5320,14
1351,5419,14
322,5469,14
832,5469,14
728,5488,14
661,5512,14
1264,5514,14
59,5581,14
968,5584,14
804,5594,14
1376,5595,14
578,5630,14
248,5691,14
1237,5720,14
249,5722,14
819,5739,14
702,5751,14
1224,5785,14
460,5944,14
189,5971,14
90,5987,14
1220,6032,14
1148,6060,14
221,6124,14
1173,6130,14
1024,6203,14
746,6272,14
629,6320,14
581,6329,14
238,6349,14
188,6350,14
1022,6354,14
1358,6451,14
480,6468,14
651,6520,14
1403,6538,14
1037,6543,14
1362,6565,14
430,6648,14
512,6685,14
626,6758,14
645,6798,14
112,6852,14
991,6854,14
937,6873,14
715,6874,14
846,6937,14
468,7016,14
425,7102,14
103,7167,14
680,7170,14
159,7184,14
458,7184,14
620,7191,14
366,7193,14
1246,7199,14
600,7214,14
1242,7221,14
801,7230,14
833,7249,14
737,7257,14
776,7316,14
447,7333,14
1161,7350,14
133,7381,14
676,7417,14
728,7490,14
972,7517,14
967,7550,14
725,7554,14
1020,7564,14
249,7574,14
919,7628,14
723,7647,14
994,7661,14
268,7663,14
986,7695,14
902,7704,14
317,7738,14
661,7743,14
331,7784,14
725,7826,14
172,7949,14
677,7975,14
787,8009,14
546,8023,14
1056,8032,14
889,8059,14
377,8104,14
135,8130,14
700,8137,14
997,8172,14
1107,8262,14
1147,8376,14
90,8382,14
1262,8388,14
61,8400,14
1218,8440,14
1330,8476,14
202,8498,14
454,8519,14
145,8526,14
892,8542,14
827,8545,14
318,8595,14
852,8608,14
1035,8615,14
907,8689,14
367,8753,14
208,8809,14
576,8842,14
302,8845,14
805,8878,14
986,8959,14
147,8960,14
118,8990,14
316,9027,14
753,9196,14
511,9208,14
954,9214,14
1044,9217,14
323,9222,14
333,9240,14
978,9257,14
917,9296,14
485,9344,14
1039,9410,14
1128,9492,14
869,9513,14
812,9551,14
1170,9587,14
207,9589,14
1255,9595,14
61,9675,14
1030,9702,14
216,9780,14
803,9794,14
1225,9820,14
162,9833,14
85,9908,14
565,9925,14
800,9943,14
218,9959,14
811,10026,14
773,10163,14
920,10183,14
234,10198,14
307,10268,14
1097,10307,14
913,10369,14
516,10484,14
400,10710,14
1033,10875,14
63,10960,14
751,11065,14
341,11431,14
606,11498,14
204,11509,14
104,11549,14
101,11616,14
639,11625,14
164,11704,14
145,11754,14
61,11777,14
613,11799,14
598,11800,14
253,11804,14
1254,11818,14
1129,11831,14
77,11866,14
909,11906,14
55,11919,14
1102,11936,14
552,11955,14
1209,11987,14
300,12013,14
180,12055,14
653,12090,14
737,12131,14
968,12156,14
1170,12184,14
1018,12188,14
1195,12214,14
690,12237,14
658,12246,14
949,12259,14
954,12319,14
1089,12364,14
553,12373,14
907,12377,14
481,12420,14
920,12428,14
1069,12500,14
944,12513,14
586,12534,14
81,12539,14
601,12554,14
1292,12565,14
1191,12589,14
552,12636,14
863,12652,14
881,12654,14
843,12692,14
790,12706,14
437,12767,14
929,12775,14
49,12813,14
859,12822,14
1087,12826,14
770,12836,14
1309,12838,14
1048,12839,14
1153,12866,14
1078,12890,14
1481,242,15
1172,251,15
1121,299,15
1138,317,15
954,392,15
581,416,15
656,457,15
1053,626,15
1111,643,15
901,645,15
1328,669,15
302,690,15
824,694,15
650,758,15
735,789,15
410,807,15
995,810,15
183,858,15
1125,916,15
965,918,15
1307,966,15
782,1047,15
889,1130,15
1368,1198,15
1332,1209,15
1475,1262,15
235,1278,15
151,1312,15
268,1336,15
848,1363,15
1066,1400,15
600,1440,15
1196,1440,15
786,1458,15
1349,1502,15
1030,1596,15
553,1644,15
961,1776,15
1190,1811,15
515,1844,15
230,1888,15
1165,1893,15
1044,1926,15
490,1932,15
718,1945,15
144,1958,15
1331,1958,15
116,1964,15
396,2058,15
1248,2138,15
1172,2153,15
822,2178,15
1378,2221,15
262,2257,15
1142,2330,15
787,2332,15
481,2339,15
208,2355,15
1336,2381,15
503,2384,15
158,2520,15
1295,2526,15
271,2569,15
246,2680,15
1064,2700,15
1095,2728,15
1025,2756,15
1103,2780,15
231,2819,15
1388,2932,15
175,2982,15
1212,3001,15
392,3004,15
785,3009,15
1024,3061,15
290,3112,15
1185,3218,15
1193,3318,15
325,3335,15
853,3511,15
737,3513,15
597,3536,15
398,3542,15
1321,3559,15
691,3567,15
1004,3573,15
1318,3595,15
1054,3603,15
1010,3627,15
355,3632,15
418,3652,15
357,3674,15
1449,3719,15
1453,3748,15
994,3762,15
977,3770,15
590,3790,15
703,3828,15
1251,4013,15
355,4015,15
841,4023,15
102,4054,15
904,4092,15
1124,4096,15
337,4156,15
73,4286,15
792,4399,15
840,4482,15
1018,4514,15
1078,4604,15
1301,4618,15
1414,4675,15
1005,4690,15
70,4763,15
330,4786,15
1011,4832,15
565,4859,15
495,4869,15
811,4876,15
585,4901,15
846,4922,15
1173,4928,15
1085,4950,15
749,4981,15
759,5046,15
1110,5061,15
680,5085,15
1337,5087,15
62,5123,15
459,5142,15
461,5180,15
215,5246,15
639,5271,15
695,5279,15
697,5287,15
1393,5295,15
1115,5308,15
998,5336,15
981,5378,15
646,5390,15
1384,5393,15
314,5397,15
96,5422,15
270,5445,15
84,5447,15
1016,5453,15
1249,5472,15
755,5473,15
517,5490,15
683,5496,15
760,5496,15
1268,5559,15
1082,5575,15
1334,5581,15
796,5597,15
1378,5597,15
1227,5620,15
74,5640,15
609,5710,15
793,5810,15
868,5839,15
112,5850,15
199,5910,15
1323,5997,15
326,6004,15
981,6029,15
500,6058,15
556,6089,15
1188,6136,15
771,6179,15
1203,6188,15
650,6271,15
361,6347,15
987,6363,15
1059,6368,15
878,6372,15
256,6373,15
694,6377,15
1337,6445,15
1033,6463,15
644,6469,15
84,6487,15
134,6516,15
409,6526,15
602,6537,15
869,6547,15
1219,6588,15
755,6661,15
1281,6671,15
449,6678,15
1269,6760,15
106,6763,15
761,6814,15
728,6825,15
1077,6865,15
1082,6906,15
316,6917,15
379,6984,15
237,7026,15
1400,7058,15
733,7142,15
1034,7150,15
319,7167,15
538,7201,15
1140,7213,15
1263,7332,15
214,7349,15
722,7379,15
351,7433,15
73,7456,15
281,7509,15
668,7516,15
1048,7552,15
455,7555,15
802,7613,15
287,7658,15
263,7693,15
808,7697,15
429,7820,15
1008,7830,15
267,7831,15
1023,7832,15
487,7833,15
503,7834,15
845,7879,15
405,7884,15
355,7899,15
89,7963,15
99,7980,15
724,7990,15
613,7995,15
1250,8017,15
1277,8040,15
1213,8064,15
892,8075,15
559,8147,15
867,8148,15
1225,8167,15
324,8194,15
1241,8222,15
219,8417,15
805,8420,15
887,8442,15
897,8458,15
279,8463,15
1207,8476,15
395,8494,15
703,8503,15
812,8511,15
536,8521,15
885,8539,15
779,8584,15
857,8595,15
1226,8698,15
908,8700,15
1220,8717,15
859,8721,15
685,8729,15
517,8735,15
106,8763,15
310,8782,15
307,8846,15
989,8883,15
1257,8922,15
600,9020,15
147,9089,15
1335,9103,15
134,9112,15
1044,9121,15
1165,9148,15
594,9223,15
323,9241,15
683,9242,15
770,9267,15
1344,9282,15
199,9291,15
566,9338,15
1176,9355,15
576,9442,15
716,9489,15
290,9496,15
318,9521,15
749,9527,15
930,9655,15
207,9707,15
110,9727,15
282,9743,15
566,9771,15
795,9800,15
806,9820,15
339,9891,15
706,9929,15
611,9944,15
624,9979,15
91,10087,15
612,10211,15
210,10212,15
817,10226,15
1338,10269,15
1105,10299,15
1240,10302,15
1002,10308,15
509,10327,15
536,10425,15
577,10473,15
699,10500,15
73,10601,15
1092,10602,15
591,10678,15
267,10708,15
792,10845,15
731,10879,15
1151,10896,15
581,10922,15
849,11036,15
332,11075,15
168,11517,15
865,11679,15
714,11869,15
325,11878,15
1249,11882,15
602,11898,15
745,11953,15
1066,11966,15
1088,12006,15
744,12025,15
1177,12171,15
1269,12173,15
576,12182,15
1105,12216,15
359,12263,15
1205,12301,15
393,12328,15
722,12335,15
1028,12370,15
634,12409,15
1235,12410,15
1023,12454,15
816,12461,15
961,12476,15
588,12515,15
703,12559,15
1192,12561,15
968,12619,15
395,12656,15
336,12664,15
844,12680,15
56,12728,15
991,12740,15
739,12832,15
136,12853,15
970,12914,15
281,12926,15
147,12934,15
985,12937,15
1319,70,16
1321,195,16
1028,198,16
1172,208,16
1270,244,16
1180,306,16
1133,389,16
1060,390,16
1060,433,16
1159,457,16
1340,468,16
757,509,16
878,535,16
1434,583,16
1035,586,16
1467,626,16
1451,640,16
1085,644,16
1086,665,16
1419,699,16
602,708,16
960,712,16
411,718,16
502,726,16
496,737,16
1019,754,16
187,785,16
172,853,16
1368,867,16
1046,892,16
1242,941,16
767,1024,16
1187,1028,16
133,1053,16
1291,1073,16
1257,1173,16
873,1206,16
731,1208,16
1231,1247,16
1029,1265,16
459,1314,16
804,1412,16
1298,1419,16
545,1443,16
631,1445,16
1083,1457,16
466,1468,16
1057,1473,16
421,1480,16
157,1538,16
581,1547,16
874,1592,16
162,1594,16
1071,1663,16
1020,1692,16
1351,1706,16
812,1725,16
1352,1778,16
827,1798,16
1300,1907,16
1307,1911,16
107,1945,16
752,1950,16
511,1966,16
898,1980,16
872,2005,16
295,2061,16
1376,2129,16
1116,2169,16
959,2320,16
220,2333,16
178,2371,16
370,2375,16
673,2376,16
431,2456,16
1244,2521,16
246,2532,16
951,2552,16
294,2584,16
404,2617,16
542,2653,16
925,2714,16
1025,2747,16
1420,2757,16
810,2805,16
418,2858,16
1081,2875,16
331,2899,16
531,2899,16
852,2977,16
145,2996,16
605,3002,16
1064,3008,16
1146,3008,16
1368,3042,16
776,3054,16
1248,3100,16
164,3149,16
1051,3185,16
1271,3234,16
1220,3268,16
734,3271,16
1216,3275,16
1428,3314,16
