"synapsinR_7thA","synapsinGP_5thA","VGluT1_3rdA","VGluT1_8thA","VGluT2_2ndA","psd_8thA","GluR2_2ndA","NMDAR1_6thA","NR2B_9thA","NOS_9thA","Synpod_3rdA","GAD_6thA","VGAT_5thA","PV_1stA","gephyrin_1stA","GABARa1_4thA","GABABR1_3rdA","VGluT3_1stA","CR1_2ndA","TH_5thA","VAChT_4thA","tubulin_8thA","dapi_1stA"
1057261,1550316,1463965,1648186,681165,1167229,1644142,1592620,1108265,1549853,806293,776801,985065,1088575,799761,935270,1397981,1710768,1397986,1337475,822427,994308,898270
1175128,1667907,1635065,2105221,691051,1232765,1650978,2108078,1275543,1567862,923412,1091060,990480,1152921,852056,1004422,1546892,1827250,1466394,1396425,788523,775303,916204
820398,1528480,1164150,1760008,673612,1205536,1484774,1622115,1246040,1628146,570709,1241161,1209046,1368571,866027,908885,1423661,1811290,1617559,1430733,785352,928644,920059
1184454,1768420,1585933,2074352,687857,1426206,1911616,1916873,1464534,1715867,704304,1170940,1301975,1313957,858378,1028766,1435705,1832904,1545279,1436525,811972,935387,942261
672343,1484538,1097832,1669837,717282,1140209,1575714,1526279,1052518,1486946,412521,1540802,1396431,1180845,907227,960581,1300140,1754756,1409005,1297495,699168,796850,902141
1304754,1563152,1839448,2340851,669915,1405199,1614514,1700388,1191901,1603898,462767,932626,925572,1117701,769291,997406,1502544,1773789,1473816,1410375,733857,801168,928552
1196181,1665199,1284648,1825301,672649,1234505,1542436,1618718,1311945,1700970,765937,1711391,1892468,1015483,887156,973408,1345677,1707546,1606139,1343714,1300773,1289533,865364
929986,1279787,1050360,1690245,644364,1254776,1535475,1720784,1236219,1466924,620415,770909,986907,1097655,843406,1066786,1442374,1702330,1445074,1336957,878577,841100,867593
593418,1075445,710839,1369662,414886,893196,925913,1146308,719956,828061,727403,593219,729359,735387,540202,753522,848474,1102774,881646,1060848,525355,653103,536278
2032560,1873627,1939564,2653332,649553,1614492,1538390,1695536,1372930,1489262,432213,814636,887270,1085147,812119,972494,1546345,1745703,1389863,1338797,701125,702257,868597
673480,1294043,1023427,1559989,630590,1052483,1256319,1440492,1068632,1443756,402022,1302415,1445929,1170523,875092,1088712,1361775,1963100,2533905,1333308,696790,803993,821825
1188257,1607766,1463238,1897809,638277,1325969,1506828,1674314,1214748,1482333,604410,1056278,1136085,1049570,777739,1088815,1513785,1692360,1437747,1326032,735675,976186,904017
764729,1479035,1121077,1664438,633100,1233276,1387928,1614075,1320420,1482849,522041,898823,1114846,1152930,831921,1056193,1417331,1709855,1315881,1275450,743876,801212,862180
1150649,1262269,1303572,2073004,650503,1230794,1417393,1677702,1284012,1593032,538224,1013846,942039,1146689,774619,976601,1402606,1670310,1352393,1315411,790362,702155,880828
1144520,1506011,1452038,2336291,636213,1611978,1446696,1618791,1153063,1575828,389768,1289410,1099904,1041347,793903,944536,1383417,1661440,1349629,1279252,697324,4101499,837960
1129920,1528568,1444175,2107795,650423,1326810,1423241,1705991,1262333,1686539,435644,847482,965326,1111606,903990,1021109,1504030,1774874,1473132,1571638,755273,771563,894012
2714755,1902796,2204931,2816014,736021,1498662,1988933,1817173,1405886,1531272,439107,802876,938240,1187699,823070,1089742,1509311,1821325,1462790,1373755,764100,805934,890995
1167332,1581807,1858385,2709854,638841,1301173,1468698,2078240,1460932,1597732,493724,786176,920806,1353826,836475,997556,1452089,1781130,1460466,1369532,717180,776264,906060
1006600,1732137,1052249,1741673,664290,1325664,1487858,1710768,1279720,1744968,448189,3118203,2034313,1379931,841076,1030643,1435321,1903799,1581682,1397434,775764,1321587,932909
1350498,1462357,1509095,2114836,662555,1215615,1387155,1499499,1181330,1544613,403476,1048470,1197049,991780,746474,936639,1319725,1646381,1300064,1277864,682736,1025538,838676
1355245,1631076,1953868,2706807,722629,1593535,2041209,1812494,1488899,1771094,457608,937527,976957,1070902,816304,1020191,1509728,1901008,1549066,1505678,800734,1085332,910640
1188508,1577376,1697874,2244208,664998,1303751,1413533,1834045,1334451,1659212,798346,726506,937278,1031964,760846,1072314,1533602,1741606,1562538,1468465,782181,866453,870959
1537607,1558056,1448753,2216822,799133,1340142,1446108,1526991,1309804,1595353,570180,846019,923512,1226780,783049,1031209,1443297,1764116,1365108,1368121,816756,692840,882834
1204579,1767745,1262142,1923586,655449,1348458,1566852,1597239,1303261,1660662,456663,1850831,1731526,1574892,821725,1124483,1512945,1846236,1505938,1445187,822599,837898,882561
866578,1506388,1306219,1909419,676895,1279503,1503389,1587224,1215880,1990362,464746,1167440,1299617,1156827,834392,1021586,1410548,1849950,1552832,1365301,773787,1233917,912074
966599,1480144,1556791,2066173,631157,1177665,1314583,1578824,1291307,1606858,430986,1206814,1001048,1085816,848359,1055353,1562230,1720092,1415639,1325593,758271,704370,867849
1805844,1732901,1682311,2565127,692763,1441999,1496371,1777094,1199686,1757679,448696,959541,1100176,1215660,761436,922216,1409158,1787623,1553731,1459189,795797,804349,912399
1189223,1695039,1946038,2608988,707109,1578353,1915100,1653022,1248283,1675425,484804,1261378,1014886,1310945,941191,1102287,1548587,1785456,1475674,1424992,905037,1024488,914733
1180897,1537318,1246308,2211443,644098,1234318,1365479,1657917,1204007,1905214,920937,995266,1088888,1049682,867408,1079191,1469424,1717138,1838840,1335033,944539,1124009,898385
1064813,1528927,1599824,2339069,663980,1584255,1593485,1768891,1277052,1611090,992380,812182,990542,1078043,860507,1027759,1473314,1799899,1481854,1390951,786844,1133199,907184
833471,1313399,1376736,2048000,652867,1296534,1370299,1561650,1366675,1721246,475803,862533,915029,1087046,842758,899932,1390469,1742329,1463624,1389440,728781,842046,888222
1447740,1680484,1423602,2092070,664153,1559505,1455368,1618891,1311292,1605762,541047,892960,1061373,1024876,882786,1090347,1380957,1690940,1383419,1451037,769092,692361,852341
796401,1331625,1133416,1705365,595182,1265565,1279499,1550532,1162221,1554721,481091,680615,914915,1001679,821744,1056973,1377323,1667848,1339343,1309130,727396,976864,817563
1039779,1492632,1436352,1948298,639036,1374258,1552336,1591288,1255967,1720088,670174,815129,901572,1038551,824127,1052821,1463443,1713602,1399844,1400597,762830,978170,895187
1011290,1537021,1601493,2137366,665033,1194840,1401153,1428973,1170194,1424745,472575,990916,1094797,1272961,855586,961421,1337820,1737960,1363177,1249408,693340,695578,839034
1038620,1130494,1423146,2119766,614793,1357043,1262207,1524013,1151272,1566771,445123,778441,902383,979565,834035,914514,1342125,1597377,1491629,1323508,708318,1584671,810976
892075,1317846,1537393,2215842,685302,1446823,1444918,1697770,1262043,1695489,443294,1002047,1022046,1139136,777496,934641,1424107,1700994,1426312,1367946,778798,1638259,878457
1591843,1587767,1895856,2385368,638571,1491568,1438102,1625067,1236070,1524497,416654,798094,864414,1124922,869131,973753,1489902,1732496,1380368,1303042,723806,1071548,866672
1010742,1761936,1174447,1795973,603834,1191828,1325284,1625806,1197097,1630954,420101,1891431,1766021,1027115,953180,1038563,1358043,1647692,1415027,1298073,720061,722546,809765
558171,1264945,1404498,755958,632992,496389,1383491,1647943,1190440,1615161,465745,1313655,934793,1110406,1265861,847482,1395229,1706855,1431195,1011359,561980,391121,871491
1243079,1533691,1754158,2369627,700654,1357936,1257162,1516251,1245400,1515470,439987,702755,915564,1141996,825604,893503,1451725,1690872,1393368,1317955,695147,808183,873664
1232860,1580479,2495674,2709252,705913,1493192,1835523,1739605,1368849,1828754,647968,1132011,1181669,1041479,1018135,1037558,2024182,1730808,1526616,1491792,779602,739625,875346
1681462,1677707,2172453,2599101,616401,1399583,1329371,1490562,1249845,1624453,783287,786513,1030686,1072702,773363,967337,1484160,1630398,1351892,1387294,803086,713509,815870
1195335,1768783,1873259,2388252,669593,1541004,1631749,2062347,1595135,1753954,456603,827563,1317432,1037218,1389319,1266979,1679598,1845980,1733204,1498130,759672,807496,924007
963898,1440195,1718174,2237607,664550,1355420,1613598,1690337,1330972,1667393,474309,900524,1103506,1000523,813760,1020723,1513576,1792002,1461634,1369147,884525,803286,897036
1615745,1454286,1638560,2385018,632291,1431943,1384018,1609655,1641579,1968027,442261,1253330,1007721,953232,953678,926741,1407231,1663393,1420874,1364044,768051,1112890,842239
1040556,1847369,2727502,2667531,857155,1891817,1504313,1972370,1811029,2026965,456578,1140520,2267999,1107085,776244,1039661,2165514,1823077,1455805,1753371,814116,1022772,910862
937342,1551840,1378900,1955241,649576,1210964,1267773,1702133,1402651,1743994,448513,2364667,1585289,1323242,860709,1137634,1443962,1761813,1392428,1391637,758744,1023810,897458
987144,1775109,1178643,1749069,625162,1165088,1239669,1628715,1151648,1567726,464904,3155448,1867921,1199715,943816,980412,1462269,1747405,1471640,1403521,825052,699993,906428
788519,1414777,1895991,1866503,652527,1301928,1371716,1729331,1246266,1628935,541908,819432,950808,1130999,858766,1051249,1763020,1797563,1477729,1386877,746919,1522321,902667
933130,1444081,1396275,2141116,860815,1258561,1195918,1712377,1230131,1783519,507937,1218555,1088880,1245711,955605,1000847,1463918,1846524,1647358,1436304,798145,1095048,915979
851786,1319506,1589074,2233357,671275,1276222,1510697,1624634,1303419,1763343,717786,1174432,949517,1139952,857805,1029011,1580794,1743826,1429632,1405652,761839,840943,894755
728438,1247892,1441523,1942543,667592,1196402,1345750,1768465,1313786,1678404,1194979,1173882,933661,1083961,785338,934703,1473065,1741111,1526906,1319536,761936,783353,903578
1390616,1694129,2147725,2412542,636030,1600864,1269448,1809482,1455627,1951025,674466,1020495,944661,1005530,879469,954814,1569806,1728557,1457439,1501726,820845,1050113,863456
411939,1248169,1144103,770726,647527,549437,1112835,1643363,1171433,1699344,682481,2252292,1650632,1416491,780872,770177,1332772,1820504,1376691,1111380,592179,538410,1215636
885513,1407451,1444794,2047625,689685,1493258,1394321,1687334,1253719,1755874,685420,887226,905862,1024575,902928,1053471,1434847,1716407,1492264,1489674,880233,757612,872702
862912,1404992,1751105,2124298,692368,1440376,1370682,1681866,1183891,1711931,559842,1040934,1143320,1001876,1056182,1188733,1603291,1805081,1494080,1361635,799120,761742,899481
848253,1428796,1303661,1986516,749317,1223655,1311127,1800952,1325315,1688692,503474,995669,1128295,987481,782725,1009950,1424672,1785254,1588718,1482444,780319,782037,883161
669211,1216285,1371941,1944166,656686,1328184,1120219,1799686,1255767,1571526,437727,712531,976176,1023406,773467,1017119,1354238,1750694,1438059,1343817,768987,1472479,886663
1043880,1743979,1743533,2428478,672604,1295662,1277682,1826167,1454679,1699019,648427,2732776,1500120,1154780,832954,999212,1552148,1766168,1439427,1554989,770013,789627,904075
795816,1248689,1472048,1919844,639129,1278367,1473423,1716130,1150900,1729264,462203,728483,859285,914776,811086,1058398,1365838,1703479,1334451,1317383,775935,950852,872794
1042989,1434871,1721897,2556142,673025,1440930,1306104,1858138,1377283,1733492,695370,882526,1000250,1049394,880802,1118768,1479507,1732828,1507186,1501074,790133,715198,895943
1557698,1629034,1946300,2671954,670590,1450186,1454675,1776088,1396257,1673145,644265,752140,985126,963118,807953,1079661,1536979,1675825,1385387,1573595,851841,826200,866766
1317123,1540460,1926464,2186975,643599,1451147,1177246,1577427,1278042,1572032,530533,822862,882021,939719,841580,1004086,1461498,1641049,1343058,1343890,957184,914558,838014
864939,1409694,1378328,2249937,635967,1349897,1137429,1677692,1343733,1724120,647853,1277237,1045287,1129595,846882,1175740,1530394,1718857,1464272,1429964,819058,912499,886776
792696,1349554,1477550,2289393,639946,1356981,1389204,1694871,1319677,1814954,440666,941273,1011871,1217978,933098,1097582,1504639,1671223,1349343,1311417,766435,796660,848863
2011462,2269646,3273872,3203103,656962,1851457,1518985,1819389,1385960,1822795,606930,928654,1010776,1103913,883862,1100217,1700104,1794980,1474261,1465164,796060,857354,953570
998127,1341481,1886412,2299070,663876,1541728,1380633,1760760,1312622,1713027,662856,877379,1109733,1068821,879159,1100918,1562121,1777870,1432937,1377873,763320,818175,901467
1320812,1688714,1593324,2263503,867585,1503735,1359840,1671352,1296903,1671078,617698,1025716,1154256,1443261,886329,1106750,1527181,1800049,1519331,1413687,775733,767314,890427
970319,1592454,1972537,2484304,634448,1390136,1335068,1729712,1364225,1882126,711336,1329841,1213070,1246069,1047526,1278082,1568249,1802435,1568196,1511905,895286,845464,918445
1109075,1570466,2466794,2777520,632551,1446118,1371657,1773937,1507283,1765883,691371,765545,1015849,1029591,863226,1235633,1700031,1782248,1462601,1471273,1011794,894431,941512
407192,1170292,796523,1523613,631766,1073027,1082347,1560657,1316713,1704811,872190,711671,1008274,1263549,759911,952828,1341652,1724825,1851680,1377460,761673,516032,1925520
1326791,1498602,2167524,2329703,706532,1421580,1332051,1956459,1499248,1960368,491879,1144128,1173583,953878,832143,1024595,1471949,1720356,1447957,1402321,777249,646660,869325
1371440,1804653,2659120,3388021,684300,1659347,1725035,2292655,1418742,1789082,698398,1205676,1102829,1107125,848098,1048534,1693073,1800222,1451124,1502908,842979,778362,925024
1282438,1797785,2710764,3078806,697162,1745191,1518154,1788884,1355606,1932038,645065,1947212,1471201,1457280,901370,1208763,1599504,1813897,1535245,1491504,822144,779530,1001001
1413007,1631593,2007848,2703629,674018,1620333,1532591,1966207,1594287,1840661,547368,1071419,1035997,1229786,773493,1157011,1597248,1807133,1585661,1446033,821852,686640,919530
676754,1229751,1274257,1881625,652795,1276647,1185364,1682284,1265331,1661675,578394,737586,906802,1019298,852731,917757,1384759,1771142,1473258,1349851,897501,610563,898325
1317141,1972609,2990439,3261481,638756,1505461,1287714,1883756,1477208,1793935,580905,1095024,1262091,999562,861464,988416,1617573,1794273,1446062,1372639,786387,748742,1003039
1389903,1651365,2492327,2933032,640429,1465312,1332340,1672787,1750093,2495921,6e+05,780284,961819,998915,772494,952722,1520069,1806264,1416976,1392598,762021,799790,903116
774009,1334263,1368644,2074981,628724,1376450,1097707,1684073,1413686,1853567,708484,1088315,971737,1131676,897104,975980,1477102,1738494,1433716,1429636,780408,970425,894418
991337,1637589,1388232,2016966,641668,1345967,1226403,1832594,1492874,1810569,477051,2428698,2170417,1638053,1082114,1683174,1577962,1854394,1452963,1490229,834210,1436328,921040
637843,1238550,1711556,1372821,636597,869202,1209045,1800919,1362992,1870913,448885,829898,825333,1278468,849942,1010198,1448710,1782234,1408244,1263818,726409,581380,927577
1347228,1597684,2151748,2661440,679049,1714892,1690243,1821866,1489165,1987754,596329,995934,1152556,1242498,865356,1140354,1516901,1821343,1556420,1509303,766931,1586900,925117
1066171,1498690,1900994,2644460,654132,1557348,1339808,1841424,1365586,2212566,729562,1198270,1114297,1062924,836313,1147900,1561178,1791748,1528609,1442670,781250,864839,943760
850975,1486041,1846917,2229737,647671,1469409,1296477,1713749,1786517,2645438,723099,1797720,1340927,1242619,847546,1097914,1574897,1763807,1609494,1425770,1005257,705379,901011
884710,1466356,1615594,1862694,667370,1250040,1306309,1657102,1778435,2434703,607441,1430547,1228574,1508301,840961,1116656,1541653,1775711,1393408,1321280,711163,677554,998682
1044101,1371860,1712148,2543904,645324,1412507,1399101,1864349,1817421,2744845,533874,974724,1181065,1096059,873403,1032728,1451902,1792165,1618950,1479115,862506,865688,916261
1131479,1520660,2381383,2794071,604662,1455631,1343557,1868331,1905767,3152683,676379,773178,935271,1134411,871566,997751,1639478,1702776,1517709,1437429,955522,1006397,883951
1394323,1585351,1632256,2458829,601341,1662489,1269368,1713113,1574846,1848323,761540,1178819,1183760,998073,1035714,1064116,1441823,1734361,1493862,1454495,968414,1535884,895495
1196410,1683296,1401161,1953331,600972,1278340,1110981,1558913,1505278,2194762,442886,1728083,1769526,1098885,1012744,1033697,1390958,1709586,1607828,1431492,719472,742781,845225
366655,977027,1659721,948915,610558,642489,1463855,1494629,1380432,1734263,426331,1288635,829393,1189909,826815,712712,1538203,1699177,1316160,877868,697125,494741,888814
