method,num_points,accuracy
k-means,10,0.8
gmm,10,0.8
kernel k-groups,10,0.8
k-means,30,0.8
gmm,30,0.5
kernel k-groups,30,0.833333333333
k-means,50,0.52
gmm,50,0.5
kernel k-groups,50,0.86
k-means,70,0.842857142857
gmm,70,0.828571428571
kernel k-groups,70,0.885714285714
k-means,90,0.588888888889
gmm,90,0.533333333333
kernel k-groups,90,0.877777777778
k-means,110,0.545454545455
gmm,110,0.545454545455
kernel k-groups,110,0.545454545455
k-means,130,0.538461538462
gmm,130,0.561538461538
kernel k-groups,130,0.761538461538
k-means,150,0.806666666667
gmm,150,0.74
kernel k-groups,150,0.84
k-means,170,0.523529411765
gmm,170,0.523529411765
kernel k-groups,170,0.523529411765
k-means,190,0.557894736842
gmm,190,0.531578947368
kernel k-groups,190,0.542105263158
k-means,210,0.509523809524
gmm,210,0.509523809524
kernel k-groups,210,0.866666666667
k-means,230,0.526086956522
gmm,230,0.54347826087
kernel k-groups,230,0.882608695652
k-means,250,0.52
gmm,250,0.548
kernel k-groups,250,0.548
k-means,270,0.833333333333
gmm,270,0.796296296296
kernel k-groups,270,0.848148148148
k-means,290,0.734482758621
gmm,290,0.510344827586
kernel k-groups,290,0.858620689655
k-means,310,0.529032258065
gmm,310,0.548387096774
kernel k-groups,310,0.883870967742
k-means,330,0.533333333333
gmm,330,0.533333333333
kernel k-groups,330,0.848484848485
k-means,350,0.548571428571
gmm,350,0.551428571429
kernel k-groups,350,0.871428571429
k-means,370,0.791891891892
gmm,370,0.518918918919
kernel k-groups,370,0.843243243243
k-means,390,0.541025641026
gmm,390,0.548717948718
kernel k-groups,390,0.835897435897
k-means,410,0.514634146341
gmm,410,0.507317073171
kernel k-groups,410,0.856097560976
k-means,430,0.518604651163
gmm,430,0.53488372093
kernel k-groups,430,0.841860465116
k-means,450,0.542222222222
gmm,450,0.551111111111
kernel k-groups,450,0.762222222222
k-means,470,0.544680851064
gmm,470,0.544680851064
kernel k-groups,470,0.853191489362
k-means,490,0.50612244898
gmm,490,0.522448979592
kernel k-groups,490,0.826530612245
k-means,510,0.519607843137
gmm,510,0.537254901961
kernel k-groups,510,0.835294117647
k-means,530,0.522641509434
gmm,530,0.532075471698
kernel k-groups,530,0.841509433962
k-means,550,0.523636363636
gmm,550,0.536363636364
kernel k-groups,550,0.814545454545
k-means,570,0.778947368421
gmm,570,0.508771929825
kernel k-groups,570,0.845614035088
k-means,590,0.503389830508
gmm,590,0.510169491525
kernel k-groups,590,0.827118644068
k-means,610,0.55737704918
gmm,610,0.570491803279
kernel k-groups,610,0.837704918033
k-means,630,0.536507936508
gmm,630,0.542857142857
kernel k-groups,630,0.846031746032
k-means,650,0.518461538462
gmm,650,0.523076923077
kernel k-groups,650,0.815384615385
k-means,670,0.538805970149
gmm,670,0.538805970149
kernel k-groups,670,0.538805970149
k-means,690,0.505797101449
gmm,690,0.51884057971
kernel k-groups,690,0.869565217391
k-means,710,0.516901408451
gmm,710,0.538028169014
kernel k-groups,710,0.516901408451
k-means,730,0.515068493151
gmm,730,0.504109589041
kernel k-groups,730,0.858904109589
k-means,750,0.522666666667
gmm,750,0.552
kernel k-groups,750,0.842666666667
k-means,770,0.790909090909
gmm,770,0.514285714286
kernel k-groups,770,0.855844155844
k-means,790,0.53417721519
gmm,790,0.537974683544
kernel k-groups,790,0.862025316456
k-means,10,0.8
gmm,10,0.8
kernel k-groups,10,0.8
k-means,30,0.533333333333
gmm,30,0.533333333333
kernel k-groups,30,0.533333333333
k-means,50,0.8
gmm,50,0.7
kernel k-groups,50,0.78
k-means,70,0.542857142857
gmm,70,0.8
kernel k-groups,70,0.785714285714
k-means,90,0.544444444444
gmm,90,0.544444444444
kernel k-groups,90,0.766666666667
k-means,110,0.536363636364
gmm,110,0.536363636364
kernel k-groups,110,0.536363636364
k-means,130,0.546153846154
gmm,130,0.569230769231
kernel k-groups,130,0.546153846154
k-means,150,0.513333333333
gmm,150,0.533333333333
kernel k-groups,150,0.8
k-means,170,0.5
gmm,170,0.5
kernel k-groups,170,0.817647058824
k-means,190,0.731578947368
gmm,190,0.578947368421
kernel k-groups,190,0.873684210526
k-means,210,0.580952380952
gmm,210,0.580952380952
kernel k-groups,210,0.880952380952
k-means,230,0.521739130435
gmm,230,0.539130434783
kernel k-groups,230,0.85652173913
k-means,250,0.536
gmm,250,0.544
kernel k-groups,250,0.84
k-means,270,0.537037037037
gmm,270,0.537037037037
kernel k-groups,270,0.892592592593
k-means,290,0.551724137931
gmm,290,0.551724137931
kernel k-groups,290,0.872413793103
k-means,310,0.538709677419
gmm,310,0.548387096774
kernel k-groups,310,0.829032258065
k-means,330,0.506060606061
gmm,330,0.506060606061
kernel k-groups,330,0.860606060606
k-means,350,0.511428571429
gmm,350,0.514285714286
kernel k-groups,350,0.871428571429
k-means,370,0.52972972973
gmm,370,0.551351351351
kernel k-groups,370,0.835135135135
k-means,390,0.510256410256
gmm,390,0.538461538462
kernel k-groups,390,0.830769230769
k-means,410,0.507317073171
gmm,410,0.524390243902
kernel k-groups,410,0.841463414634
k-means,430,0.539534883721
