method,num_points,accuracy
k-means,10,0.8
gmm,10,0.8
kernel k-groups,10,0.8
k-means,30,0.866666666667
gmm,30,0.9
kernel k-groups,30,0.9
k-means,50,0.68
gmm,50,0.74
kernel k-groups,50,0.76
k-means,70,0.785714285714
gmm,70,0.842857142857
kernel k-groups,70,0.785714285714
k-means,90,0.755555555556
gmm,90,0.8
kernel k-groups,90,0.755555555556
k-means,110,0.763636363636
gmm,110,0.809090909091
kernel k-groups,110,0.809090909091
k-means,130,0.730769230769
gmm,130,0.769230769231
kernel k-groups,130,0.753846153846
k-means,150,0.8
gmm,150,0.893333333333
kernel k-groups,150,0.82
k-means,170,0.758823529412
gmm,170,0.9
kernel k-groups,170,0.758823529412
k-means,190,0.815789473684
gmm,190,0.847368421053
kernel k-groups,190,0.815789473684
k-means,210,0.82380952381
gmm,210,0.890476190476
kernel k-groups,210,0.852380952381
k-means,230,0.782608695652
gmm,230,0.873913043478
kernel k-groups,230,0.8
k-means,250,0.84
gmm,250,0.892
kernel k-groups,250,0.864
k-means,270,0.688888888889
gmm,270,0.851851851852
kernel k-groups,270,0.781481481481
k-means,290,0.796551724138
gmm,290,0.775862068966
kernel k-groups,290,0.827586206897
k-means,310,0.777419354839
gmm,310,0.770967741935
kernel k-groups,310,0.787096774194
k-means,330,0.766666666667
gmm,330,0.866666666667
kernel k-groups,330,0.80303030303
k-means,350,0.791428571429
gmm,350,0.885714285714
kernel k-groups,350,0.828571428571
k-means,370,0.759459459459
gmm,370,0.87027027027
kernel k-groups,370,0.805405405405
k-means,390,0.74358974359
gmm,390,0.884615384615
kernel k-groups,390,0.810256410256
k-means,410,0.758536585366
gmm,410,0.758536585366
kernel k-groups,410,0.773170731707
k-means,430,0.788372093023
gmm,430,0.788372093023
kernel k-groups,430,0.795348837209
k-means,450,0.788888888889
gmm,450,0.895555555556
kernel k-groups,450,0.833333333333
k-means,470,0.795744680851
gmm,470,0.8
kernel k-groups,470,0.821276595745
k-means,490,0.765306122449
gmm,490,0.90612244898
kernel k-groups,490,0.816326530612
k-means,510,0.758823529412
gmm,510,0.821568627451
kernel k-groups,510,0.770588235294
k-means,530,0.756603773585
gmm,530,0.883018867925
kernel k-groups,530,0.811320754717
k-means,550,0.798181818182
gmm,550,0.881818181818
kernel k-groups,550,0.823636363636
k-means,570,0.726315789474
gmm,570,0.854385964912
kernel k-groups,570,0.761403508772
k-means,590,0.774576271186
gmm,590,0.893220338983
kernel k-groups,590,0.820338983051
k-means,610,0.76393442623
gmm,610,0.783606557377
kernel k-groups,610,0.795081967213
k-means,630,0.739682539683
gmm,630,0.865079365079
kernel k-groups,630,0.785714285714
k-means,650,0.806153846154
gmm,650,0.895384615385
kernel k-groups,650,0.826153846154
k-means,670,0.776119402985
gmm,670,0.886567164179
kernel k-groups,670,0.791044776119
k-means,690,0.769565217391
gmm,690,0.872463768116
kernel k-groups,690,0.805797101449
k-means,710,0.776056338028
gmm,710,0.883098591549
kernel k-groups,710,0.802816901408
k-means,730,0.771232876712
gmm,730,0.897260273973
kernel k-groups,730,0.809589041096
k-means,750,0.778666666667
gmm,750,0.881333333333
kernel k-groups,750,0.805333333333
k-means,770,0.772727272727
gmm,770,0.888311688312
kernel k-groups,770,0.797402597403
k-means,790,0.760759493671
gmm,790,0.883544303797
kernel k-groups,790,0.80253164557
k-means,10,0.8
gmm,10,0.6
kernel k-groups,10,0.8
k-means,30,0.7
gmm,30,0.666666666667
kernel k-groups,30,0.766666666667
k-means,50,0.72
gmm,50,0.82
kernel k-groups,50,0.74
k-means,70,0.8
gmm,70,0.814285714286
kernel k-groups,70,0.814285714286
k-means,90,0.8
gmm,90,0.933333333333
kernel k-groups,90,0.822222222222
k-means,110,0.718181818182
gmm,110,0.809090909091
kernel k-groups,110,0.736363636364
k-means,130,0.8
gmm,130,0.8
kernel k-groups,130,0.830769230769
k-means,150,0.733333333333
gmm,150,0.906666666667
kernel k-groups,150,0.813333333333
k-means,170,0.817647058824
gmm,170,0.847058823529
kernel k-groups,170,0.835294117647
k-means,190,0.752631578947
gmm,190,0.852631578947
kernel k-groups,190,0.768421052632
k-means,210,0.709523809524
gmm,210,0.852380952381
kernel k-groups,210,0.728571428571
k-means,230,0.782608695652
gmm,230,0.869565217391
kernel k-groups,230,0.804347826087
k-means,250,0.744
gmm,250,0.904
kernel k-groups,250,0.808
k-means,270,0.825925925926
gmm,270,0.881481481481
kernel k-groups,270,0.848148148148
k-means,290,0.751724137931
gmm,290,0.851724137931
kernel k-groups,290,0.793103448276
k-means,310,0.729032258065
gmm,310,0.732258064516
kernel k-groups,310,0.764516129032
k-means,330,0.763636363636
gmm,330,0.854545454545
kernel k-groups,330,0.806060606061
k-means,350,0.794285714286
gmm,350,0.825714285714
kernel k-groups,350,0.84
k-means,370,0.778378378378
gmm,370,0.872972972973
kernel k-groups,370,0.835135135135
k-means,390,0.769230769231
gmm,390,0.882051282051
kernel k-groups,390,0.789743589744
k-means,410,0.765853658537
gmm,410,0.912195121951
kernel k-groups,410,0.843902439024
k-means,430,0.776744186047
gmm,430,0.776744186047
