method,num_points,accuracy
k-means,10,0.9
gmm,10,0.9
kernel k-groups,10,0.9
k-means,30,0.833333333333
gmm,30,0.833333333333
kernel k-groups,30,0.833333333333
k-means,50,0.82
gmm,50,0.84
kernel k-groups,50,0.82
k-means,70,0.6
gmm,70,0.6
kernel k-groups,70,0.6
k-means,90,0.8
gmm,90,0.533333333333
kernel k-groups,90,0.9
k-means,110,0.854545454545
gmm,110,0.781818181818
kernel k-groups,110,0.863636363636
k-means,130,0.507692307692
gmm,130,0.507692307692
kernel k-groups,130,0.876923076923
k-means,150,0.613333333333
gmm,150,0.613333333333
kernel k-groups,150,0.853333333333
k-means,170,0.570588235294
gmm,170,0.576470588235
kernel k-groups,170,0.558823529412
k-means,190,0.510526315789
gmm,190,0.510526315789
kernel k-groups,190,0.847368421053
k-means,210,0.509523809524
gmm,210,0.52380952381
kernel k-groups,210,0.861904761905
k-means,230,0.504347826087
gmm,230,0.530434782609
kernel k-groups,230,0.526086956522
k-means,250,0.752
gmm,250,0.54
kernel k-groups,250,0.82
k-means,270,0.555555555556
gmm,270,0.57037037037
kernel k-groups,270,0.885185185185
k-means,290,0.510344827586
gmm,290,0.520689655172
kernel k-groups,290,0.837931034483
k-means,310,0.796774193548
gmm,310,0.754838709677
kernel k-groups,310,0.835483870968
k-means,330,0.50303030303
gmm,330,0.524242424242
kernel k-groups,330,0.836363636364
k-means,350,0.502857142857
gmm,350,0.502857142857
kernel k-groups,350,0.502857142857
k-means,370,0.508108108108
gmm,370,0.510810810811
kernel k-groups,370,0.510810810811
k-means,390,0.561538461538
gmm,390,0.569230769231
kernel k-groups,390,0.861538461538
k-means,410,0.748780487805
gmm,410,0.778048780488
kernel k-groups,410,0.882926829268
k-means,430,0.539534883721
gmm,430,0.562790697674
kernel k-groups,430,0.539534883721
k-means,450,0.508888888889
gmm,450,0.508888888889
kernel k-groups,450,0.862222222222
k-means,470,0.514893617021
gmm,470,0.514893617021
kernel k-groups,470,0.512765957447
k-means,490,0.534693877551
gmm,490,0.538775510204
kernel k-groups,490,0.857142857143
k-means,510,0.537254901961
gmm,510,0.537254901961
kernel k-groups,510,0.837254901961
k-means,530,0.516981132075
gmm,530,0.505660377358
kernel k-groups,530,0.816981132075
k-means,550,0.503636363636
gmm,550,0.516363636364
kernel k-groups,550,0.834545454545
k-means,570,0.519298245614
gmm,570,0.505263157895
kernel k-groups,570,0.856140350877
k-means,590,0.523728813559
gmm,590,0.542372881356
kernel k-groups,590,0.525423728814
k-means,610,0.516393442623
gmm,610,0.527868852459
kernel k-groups,610,0.816393442623
k-means,630,0.503174603175
gmm,630,0.503174603175
kernel k-groups,630,0.865079365079
k-means,650,0.527692307692
gmm,650,0.541538461538
kernel k-groups,650,0.873846153846
k-means,670,0.526865671642
gmm,670,0.535820895522
kernel k-groups,670,0.832835820896
k-means,690,0.515942028986
gmm,690,0.515942028986
kernel k-groups,690,0.863768115942
k-means,710,0.553521126761
gmm,710,0.570422535211
kernel k-groups,710,0.832394366197
k-means,730,0.521917808219
gmm,730,0.538356164384
kernel k-groups,730,0.83698630137
k-means,750,0.509333333333
gmm,750,0.530666666667
kernel k-groups,750,0.865333333333
k-means,770,0.615584415584
gmm,770,0.503896103896
kernel k-groups,770,0.838961038961
k-means,790,0.518987341772
gmm,790,0.526582278481
kernel k-groups,790,0.829113924051
k-means,10,0.7
gmm,10,0.7
kernel k-groups,10,0.7
k-means,30,0.9
gmm,30,0.733333333333
kernel k-groups,30,0.8
k-means,50,0.92
gmm,50,0.9
kernel k-groups,50,0.94
k-means,70,0.828571428571
gmm,70,0.8
kernel k-groups,70,0.828571428571
k-means,90,0.744444444444
gmm,90,0.522222222222
kernel k-groups,90,0.844444444444
k-means,110,0.527272727273
gmm,110,0.527272727273
kernel k-groups,110,0.954545454545
k-means,130,0.553846153846
gmm,130,0.553846153846
kernel k-groups,130,0.846153846154
k-means,150,0.526666666667
gmm,150,0.526666666667
kernel k-groups,150,0.526666666667
k-means,170,0.9
gmm,170,0.794117647059
kernel k-groups,170,0.894117647059
k-means,190,0.552631578947
gmm,190,0.552631578947
kernel k-groups,190,0.552631578947
k-means,210,0.8
gmm,210,0.542857142857
kernel k-groups,210,0.895238095238
k-means,230,0.791304347826
gmm,230,0.539130434783
kernel k-groups,230,0.873913043478
k-means,250,0.532
gmm,250,0.528
kernel k-groups,250,0.796
k-means,270,0.511111111111
gmm,270,0.518518518519
kernel k-groups,270,0.87037037037
k-means,290,0.531034482759
gmm,290,0.548275862069
kernel k-groups,290,0.844827586207
k-means,310,0.551612903226
gmm,310,0.58064516129
kernel k-groups,310,0.822580645161
k-means,330,0.530303030303
gmm,330,0.530303030303
kernel k-groups,330,0.851515151515
k-means,350,0.528571428571
gmm,350,0.545714285714
kernel k-groups,350,0.86
k-means,370,0.510810810811
gmm,370,0.527027027027
kernel k-groups,370,0.840540540541
k-means,390,0.548717948718
gmm,390,0.546153846154
kernel k-groups,390,0.874358974359
k-means,410,0.534146341463
gmm,410,0.539024390244
kernel k-groups,410,0.873170731707
k-means,430,0.506976744186
gmm,430,0.509302325581
kernel k-groups,430,0.839534883721
k-means,450,0.52
gmm,450,0.535555555556
kernel k-groups,450,0.848888888889
k-means,470,0.525531914894
gmm,470,0.53829787234
kernel k-groups,470,0.810638297872
k-means,490,0.508163265306
gmm,490,0.510204081633
kernel k-groups,490,0.828571428571
k-means,510,0.705882352941
gmm,510,0.533333333333
kernel k-groups,510,0.870588235294
k-means,530,0.543396226415
gmm,530,0.550943396226
kernel k-groups,530,0.856603773585
k-means,550,0.518181818182
gmm,550,0.518181818182
kernel k-groups,550,0.823636363636
k-means,570,0.50701754386
gmm,570,0.501754385965
kernel k-groups,570,0.875438596491
k-means,590,0.51186440678
gmm,590,0.552542372881
kernel k-groups,590,0.835593220339
k-means,610,0.506557377049
gmm,610,0.516393442623
kernel k-groups,610,0.854098360656
k-means,630,0.528571428571
gmm,630,0.528571428571
kernel k-groups,630,0.836507936508
k-means,650,0.532307692308
gmm,650,0.532307692308
kernel k-groups,650,0.847692307692
k-means,670,0.519402985075
gmm,670,0.50447761194
kernel k-groups,670,0.850746268657
k-means,690,0.51884057971
gmm,690,0.502898550725
kernel k-groups,690,0.839130434783
k-means,710,0.505633802817
gmm,710,0.515492957746
kernel k-groups,710,0.846478873239
k-means,730,0.506849315068
gmm,730,0.538356164384
kernel k-groups,730,0.538356164384
k-means,750,0.68
gmm,750,0.525333333333
kernel k-groups,750,0.865333333333
k-means,770,0.503896103896
gmm,770,0.501298701299
kernel k-groups,770,0.841558441558
k-means,790,0.537974683544
gmm,790,0.551898734177
kernel k-groups,790,0.83417721519
k-means,10,0.7
gmm,10,0.7
kernel k-groups,10,0.7
k-means,30,0.533333333333
gmm,30,0.533333333333
kernel k-groups,30,0.533333333333
k-means,50,0.84
gmm,50,0.8
kernel k-groups,50,0.88
k-means,70,0.5
gmm,70,0.5
kernel k-groups,70,0.514285714286
k-means,90,0.522222222222
gmm,90,0.522222222222
kernel k-groups,90,0.522222222222
k-means,110,0.518181818182
gmm,110,0.5
kernel k-groups,110,0.854545454545
k-means,130,0.546153846154
gmm,130,0.538461538462
kernel k-groups,130,0.853846153846
k-means,150,0.52
gmm,150,0.506666666667
kernel k-groups,150,0.833333333333
k-means,170,0.564705882353
gmm,170,0.564705882353
kernel k-groups,170,0.829411764706
k-means,190,0.547368421053
gmm,190,0.536842105263
kernel k-groups,190,0.852631578947
k-means,210,0.838095238095
gmm,210,0.738095238095
kernel k-groups,210,0.857142857143
k-means,230,0.521739130435
gmm,230,0.521739130435
kernel k-groups,230,0.852173913043
k-means,250,0.764
gmm,250,0.508
kernel k-groups,250,0.876
k-means,270,0.503703703704
gmm,270,0.52962962963
kernel k-groups,270,0.840740740741
k-means,290,0.506896551724
gmm,290,0.513793103448
kernel k-groups,290,0.837931034483
k-means,310,0.783870967742
gmm,310,0.525806451613
kernel k-groups,310,0.861290322581
k-means,330,0.524242424242
gmm,330,0.530303030303
kernel k-groups,330,0.839393939394
k-means,350,0.808571428571
gmm,350,0.534285714286
kernel k-groups,350,0.851428571429
k-means,370,0.513513513514
gmm,370,0.505405405405
kernel k-groups,370,0.505405405405
k-means,390,0.571794871795
gmm,390,0.579487179487
kernel k-groups,390,0.835897435897
k-means,410,0.536585365854
gmm,410,0.539024390244
kernel k-groups,410,0.829268292683
k-means,430,0.553488372093
gmm,430,0.555813953488
kernel k-groups,430,0.820930232558
k-means,450,0.54
gmm,450,0.548888888889
kernel k-groups,450,0.833333333333
k-means,470,0.506382978723
gmm,470,0.508510638298
kernel k-groups,470,0.834042553191
k-means,490,0.548979591837
gmm,490,0.557142857143
kernel k-groups,490,0.832653061224
k-means,510,0.519607843137
gmm,510,0.523529411765
kernel k-groups,510,0.833333333333
k-means,530,0.507547169811
gmm,530,0.528301886792
kernel k-groups,530,0.833962264151
k-means,550,0.754545454545
gmm,550,0.525454545455
kernel k-groups,550,0.823636363636
k-means,570,0.540350877193
gmm,570,0.556140350877
kernel k-groups,570,0.857894736842
k-means,590,0.538983050847
gmm,590,0.564406779661
kernel k-groups,590,0.820338983051
k-means,610,0.504918032787
gmm,610,0.504918032787
kernel k-groups,610,0.852459016393
k-means,630,0.528571428571
gmm,630,0.531746031746
kernel k-groups,630,0.873015873016
k-means,650,0.543076923077
gmm,650,0.555384615385
kernel k-groups,650,0.841538461538
k-means,670,0.516417910448
gmm,670,0.520895522388
kernel k-groups,670,0.84328358209
k-means,690,0.520289855072
gmm,690,0.549275362319
kernel k-groups,690,0.846376811594
k-means,710,0.521126760563
gmm,710,0.519718309859
kernel k-groups,710,0.833802816901
k-means,730,0.512328767123
gmm,730,0.52602739726
kernel k-groups,730,0.869863013699
k-means,750,0.52
gmm,750,0.544
kernel k-groups,750,0.837333333333
k-means,770,0.531168831169
gmm,770,0.538961038961
kernel k-groups,770,0.827272727273
