method,num_points,accuracy
k-means,10,0.8
gmm,10,0.8
kernel k-groups,10,0.8
k-means,30,0.7
gmm,30,0.766666666667
kernel k-groups,30,0.7
k-means,50,0.8
gmm,50,0.8
kernel k-groups,50,0.8
k-means,70,0.8
gmm,70,0.8
kernel k-groups,70,0.814285714286
k-means,90,0.755555555556
gmm,90,0.711111111111
kernel k-groups,90,0.777777777778
k-means,110,0.8
gmm,110,0.881818181818
kernel k-groups,110,0.845454545455
k-means,130,0.784615384615
gmm,130,0.784615384615
kernel k-groups,130,0.815384615385
k-means,150,0.846666666667
gmm,150,0.88
kernel k-groups,150,0.866666666667
k-means,170,0.776470588235
gmm,170,0.8
kernel k-groups,170,0.782352941176
k-means,190,0.778947368421
gmm,190,0.863157894737
kernel k-groups,190,0.8
k-means,210,0.752380952381
gmm,210,0.766666666667
kernel k-groups,210,0.828571428571
k-means,230,0.747826086957
gmm,230,0.834782608696
kernel k-groups,230,0.75652173913
k-means,250,0.752
gmm,250,0.864
kernel k-groups,250,0.784
k-means,270,0.744444444444
gmm,270,0.851851851852
kernel k-groups,270,0.759259259259
k-means,290,0.81724137931
gmm,290,0.910344827586
kernel k-groups,290,0.827586206897
k-means,310,0.751612903226
gmm,310,0.851612903226
kernel k-groups,310,0.787096774194
k-means,330,0.778787878788
gmm,330,0.89696969697
kernel k-groups,330,0.784848484848
k-means,350,0.84
gmm,350,0.854285714286
kernel k-groups,350,0.851428571429
k-means,370,0.827027027027
gmm,370,0.910810810811
kernel k-groups,370,0.851351351351
k-means,390,0.810256410256
gmm,390,0.905128205128
kernel k-groups,390,0.820512820513
k-means,410,0.763414634146
gmm,410,0.860975609756
kernel k-groups,410,0.79756097561
k-means,430,0.776744186047
gmm,430,0.874418604651
kernel k-groups,430,0.806976744186
k-means,450,0.775555555556
gmm,450,0.88
kernel k-groups,450,0.82
k-means,470,0.791489361702
gmm,470,0.878723404255
kernel k-groups,470,0.804255319149
k-means,490,0.777551020408
gmm,490,0.89387755102
kernel k-groups,490,0.789795918367
k-means,510,0.764705882353
gmm,510,0.858823529412
kernel k-groups,510,0.788235294118
k-means,530,0.767924528302
gmm,530,0.803773584906
kernel k-groups,530,0.792452830189
k-means,550,0.774545454545
gmm,550,0.878181818182
kernel k-groups,550,0.798181818182
k-means,570,0.775438596491
gmm,570,0.889473684211
kernel k-groups,570,0.814035087719
k-means,590,0.754237288136
gmm,590,0.786440677966
kernel k-groups,590,0.810169491525
k-means,610,0.767213114754
gmm,610,0.890163934426
kernel k-groups,610,0.816393442623
k-means,630,0.773015873016
gmm,630,0.868253968254
kernel k-groups,630,0.806349206349
k-means,650,0.804615384615
gmm,650,0.88
kernel k-groups,650,0.816923076923
k-means,670,0.767164179104
gmm,670,0.785074626866
kernel k-groups,670,0.785074626866
k-means,690,0.768115942029
gmm,690,0.895652173913
kernel k-groups,690,0.795652173913
k-means,710,0.795774647887
gmm,710,0.866197183099
kernel k-groups,710,0.814084507042
k-means,730,0.783561643836
gmm,730,0.883561643836
kernel k-groups,730,0.795890410959
k-means,750,0.757333333333
gmm,750,0.872
kernel k-groups,750,0.789333333333
k-means,770,0.767532467532
gmm,770,0.883116883117
kernel k-groups,770,0.811688311688
k-means,790,0.778481012658
gmm,790,0.874683544304
kernel k-groups,790,0.801265822785
k-means,10,0.6
gmm,10,0.9
kernel k-groups,10,0.6
k-means,30,0.866666666667
gmm,30,0.866666666667
kernel k-groups,30,0.866666666667
k-means,50,0.7
gmm,50,0.72
kernel k-groups,50,0.72
k-means,70,0.828571428571
gmm,70,0.842857142857
kernel k-groups,70,0.842857142857
k-means,90,0.688888888889
gmm,90,0.688888888889
kernel k-groups,90,0.822222222222
k-means,110,0.790909090909
gmm,110,0.836363636364
kernel k-groups,110,0.790909090909
k-means,130,0.738461538462
gmm,130,0.938461538462
kernel k-groups,130,0.761538461538
k-means,150,0.833333333333
gmm,150,0.9
kernel k-groups,150,0.86
k-means,170,0.794117647059
gmm,170,0.911764705882
kernel k-groups,170,0.835294117647
k-means,190,0.721052631579
gmm,190,0.815789473684
kernel k-groups,190,0.736842105263
k-means,210,0.757142857143
gmm,210,0.871428571429
kernel k-groups,210,0.757142857143
k-means,230,0.813043478261
gmm,230,0.85652173913
kernel k-groups,230,0.85652173913
k-means,250,0.836
gmm,250,0.864
kernel k-groups,250,0.84
k-means,270,0.777777777778
gmm,270,0.881481481481
kernel k-groups,270,0.792592592593
k-means,290,0.765517241379
gmm,290,0.893103448276
kernel k-groups,290,0.789655172414
k-means,310,0.777419354839
gmm,310,0.88064516129
kernel k-groups,310,0.806451612903
k-means,330,0.778787878788
gmm,330,0.893939393939
kernel k-groups,330,0.79696969697
k-means,350,0.82
gmm,350,0.877142857143
kernel k-groups,350,0.848571428571
k-means,370,0.767567567568
gmm,370,0.867567567568
kernel k-groups,370,0.789189189189
k-means,390,0.764102564103
gmm,390,0.889743589744
kernel k-groups,390,0.807692307692
k-means,410,0.760975609756
gmm,410,0.892682926829
kernel k-groups,410,0.814634146341
k-means,430,0.762790697674
gmm,430,0.888372093023
kernel k-groups,430,0.779069767442
