method,num_points,accuracy
k-means,630,0.528571428571
gmm,630,0.530158730159
kernel k-groups,630,0.850793650794
k-means,650,0.515384615385
gmm,650,0.54
kernel k-groups,650,0.856923076923
k-means,670,0.531343283582
gmm,670,0.537313432836
kernel k-groups,670,0.862686567164
k-means,690,0.521739130435
gmm,690,0.504347826087
kernel k-groups,690,0.521739130435
k-means,710,0.519718309859
gmm,710,0.522535211268
kernel k-groups,710,0.845070422535
k-means,730,0.509589041096
gmm,730,0.541095890411
kernel k-groups,730,0.832876712329
k-means,750,0.506666666667
gmm,750,0.509333333333
kernel k-groups,750,0.854666666667
k-means,770,0.501298701299
gmm,770,0.507792207792
kernel k-groups,770,0.845454545455
k-means,790,0.527848101266
gmm,790,0.548101265823
kernel k-groups,790,0.546835443038
k-means,10,0.7
gmm,10,1.0
kernel k-groups,10,0.8
k-means,30,0.633333333333
gmm,30,0.666666666667
kernel k-groups,30,0.666666666667
k-means,50,0.52
gmm,50,0.52
kernel k-groups,50,0.52
k-means,70,0.5
gmm,70,0.5
kernel k-groups,70,0.8
k-means,90,0.522222222222
gmm,90,0.522222222222
kernel k-groups,90,0.522222222222
k-means,110,0.509090909091
gmm,110,0.509090909091
kernel k-groups,110,0.854545454545
k-means,130,0.9
gmm,130,0.823076923077
kernel k-groups,130,0.892307692308
k-means,150,0.533333333333
gmm,150,0.553333333333
kernel k-groups,150,0.873333333333
k-means,170,0.770588235294
gmm,170,0.505882352941
kernel k-groups,170,0.852941176471
k-means,190,0.552631578947
gmm,190,0.563157894737
kernel k-groups,190,0.868421052632
k-means,210,0.528571428571
gmm,210,0.528571428571
kernel k-groups,210,0.861904761905
k-means,230,0.534782608696
gmm,230,0.530434782609
kernel k-groups,230,0.839130434783
k-means,250,0.516
gmm,250,0.556
kernel k-groups,250,0.556
k-means,270,0.518518518519
gmm,270,0.537037037037
kernel k-groups,270,0.851851851852
k-means,290,0.544827586207
gmm,290,0.579310344828
kernel k-groups,290,0.841379310345
k-means,310,0.838709677419
gmm,310,0.764516129032
kernel k-groups,310,0.870967741935
k-means,330,0.515151515152
gmm,330,0.506060606061
kernel k-groups,330,0.80303030303
k-means,350,0.531428571429
gmm,350,0.56
kernel k-groups,350,0.828571428571
k-means,370,0.821621621622
gmm,370,0.543243243243
kernel k-groups,370,0.864864864865
k-means,390,0.797435897436
gmm,390,0.515384615385
kernel k-groups,390,0.858974358974
k-means,410,0.50243902439
gmm,410,0.529268292683
kernel k-groups,410,0.512195121951
k-means,430,0.506976744186
gmm,430,0.506976744186
kernel k-groups,430,0.86511627907
k-means,450,0.522222222222
gmm,450,0.528888888889
kernel k-groups,450,0.835555555556
k-means,470,0.548936170213
gmm,470,0.559574468085
kernel k-groups,470,0.868085106383
k-means,490,0.8
gmm,490,0.557142857143
kernel k-groups,490,0.85306122449
k-means,510,0.5
gmm,510,0.51568627451
kernel k-groups,510,0.833333333333
k-means,530,0.547169811321
gmm,530,0.550943396226
kernel k-groups,530,0.828301886792
k-means,550,0.516363636364
gmm,550,0.507272727273
kernel k-groups,550,0.854545454545
k-means,570,0.554385964912
gmm,570,0.533333333333
kernel k-groups,570,0.859649122807
k-means,590,0.505084745763
gmm,590,0.513559322034
kernel k-groups,590,0.861016949153
k-means,610,0.514754098361
gmm,610,0.524590163934
kernel k-groups,610,0.829508196721
k-means,630,0.54126984127
gmm,630,0.549206349206
kernel k-groups,630,0.834920634921
k-means,650,0.541538461538
gmm,650,0.546153846154
kernel k-groups,650,0.829230769231
k-means,670,0.507462686567
gmm,670,0.511940298507
kernel k-groups,670,0.864179104478
k-means,690,0.507246376812
gmm,690,0.507246376812
kernel k-groups,690,0.81884057971
k-means,710,0.507042253521
gmm,710,0.518309859155
kernel k-groups,710,0.82676056338
k-means,730,0.51095890411
gmm,730,0.504109589041
kernel k-groups,730,0.846575342466
k-means,750,0.502666666667
gmm,750,0.510666666667
kernel k-groups,750,0.846666666667
k-means,770,0.512987012987
gmm,770,0.524675324675
kernel k-groups,770,0.824675324675
k-means,790,0.506329113924
gmm,790,0.511392405063
kernel k-groups,790,0.878481012658
k-means,10,0.7
gmm,10,0.7
kernel k-groups,10,0.9
k-means,30,0.933333333333
gmm,30,0.8
kernel k-groups,30,0.933333333333
k-means,50,0.86
gmm,50,0.76
kernel k-groups,50,0.86
k-means,70,0.6
gmm,70,0.657142857143
kernel k-groups,70,0.657142857143
k-means,90,0.933333333333
gmm,90,0.866666666667
kernel k-groups,90,0.955555555556
k-means,110,0.527272727273
gmm,110,0.527272727273
kernel k-groups,110,0.863636363636
k-means,130,0.515384615385
gmm,130,0.523076923077
kernel k-groups,130,0.7
k-means,150,0.513333333333
gmm,150,0.506666666667
kernel k-groups,150,0.806666666667
k-means,170,0.558823529412
gmm,170,0.558823529412
kernel k-groups,170,0.858823529412
k-means,190,0.5
gmm,190,0.505263157895
kernel k-groups,190,0.873684210526
k-means,210,0.814285714286
gmm,210,0.728571428571
kernel k-groups,210,0.852380952381
k-means,230,0.539130434783
gmm,230,0.565217391304
kernel k-groups,230,0.582608695652
k-means,250,0.536
gmm,250,0.512
kernel k-groups,250,0.848
k-means,270,0.507407407407
gmm,270,0.522222222222
kernel k-groups,270,0.859259259259
k-means,290,0.555172413793
gmm,290,0.565517241379
kernel k-groups,290,0.868965517241
k-means,310,0.845161290323
gmm,310,0.774193548387
kernel k-groups,310,0.867741935484
k-means,330,0.509090909091
gmm,330,0.509090909091
kernel k-groups,330,0.509090909091
k-means,350,0.52
gmm,350,0.542857142857
kernel k-groups,350,0.86
k-means,370,0.5
gmm,370,0.5
kernel k-groups,370,0.5
k-means,390,0.525641025641
gmm,390,0.548717948718
kernel k-groups,390,0.558974358974
k-means,410,0.556097560976
gmm,410,0.563414634146
kernel k-groups,410,0.809756097561
k-means,430,0.509302325581
gmm,430,0.513953488372
kernel k-groups,430,0.872093023256
k-means,450,0.544444444444
gmm,450,0.544444444444
kernel k-groups,450,0.851111111111
k-means,470,0.731914893617
gmm,470,0.506382978723
kernel k-groups,470,0.836170212766
k-means,490,0.536734693878
gmm,490,0.540816326531
kernel k-groups,490,0.818367346939
k-means,510,0.535294117647
gmm,510,0.543137254902
kernel k-groups,510,0.850980392157
k-means,530,0.503773584906
gmm,530,0.516981132075
kernel k-groups,530,0.841509433962
k-means,550,0.52
gmm,550,0.534545454545
kernel k-groups,550,0.847272727273
k-means,570,0.524561403509
gmm,570,0.50701754386
kernel k-groups,570,0.849122807018
k-means,590,0.506779661017
gmm,590,0.506779661017
kernel k-groups,590,0.506779661017
k-means,610,0.524590163934
gmm,610,0.555737704918
kernel k-groups,610,0.819672131148
k-means,630,0.552380952381
gmm,630,0.560317460317
kernel k-groups,630,0.826984126984
k-means,650,0.549230769231
gmm,650,0.553846153846
kernel k-groups,650,0.836923076923
k-means,670,0.514925373134
gmm,670,0.537313432836
kernel k-groups,670,0.837313432836
k-means,690,0.502898550725
gmm,690,0.513043478261
kernel k-groups,690,0.879710144928
k-means,710,0.507042253521
gmm,710,0.515492957746
kernel k-groups,710,0.504225352113
k-means,730,0.8
gmm,730,0.531506849315
kernel k-groups,730,0.861643835616
k-means,750,0.501333333333
gmm,750,0.522666666667
kernel k-groups,750,0.852
k-means,770,0.507792207792
gmm,770,0.505194805195
kernel k-groups,770,0.855844155844
k-means,790,0.507594936709
gmm,790,0.526582278481
kernel k-groups,790,0.837974683544
k-means,10,0.8
gmm,10,0.8
kernel k-groups,10,0.8
k-means,30,0.666666666667
gmm,30,0.666666666667
kernel k-groups,30,0.666666666667
k-means,50,0.66
gmm,50,0.66
kernel k-groups,50,0.84
k-means,70,0.542857142857
gmm,70,0.542857142857
kernel k-groups,70,0.814285714286
k-means,90,0.644444444444
gmm,90,0.644444444444
kernel k-groups,90,0.644444444444
k-means,110,0.563636363636
gmm,110,0.563636363636
kernel k-groups,110,0.563636363636
k-means,130,0.507692307692
gmm,130,0.507692307692
kernel k-groups,130,0.507692307692
k-means,150,0.513333333333
gmm,150,0.513333333333
kernel k-groups,150,0.84
k-means,170,0.758823529412
gmm,170,0.788235294118
kernel k-groups,170,0.811764705882
k-means,190,0.521052631579
gmm,190,0.521052631579
kernel k-groups,190,0.521052631579
k-means,210,0.504761904762
gmm,210,0.514285714286
kernel k-groups,210,0.504761904762
k-means,230,0.508695652174
gmm,230,0.508695652174
kernel k-groups,230,0.804347826087
k-means,250,0.552
gmm,250,0.564
kernel k-groups,250,0.864
k-means,270,0.511111111111
gmm,270,0.518518518519
kernel k-groups,270,0.855555555556
k-means,290,0.527586206897
gmm,290,0.527586206897
kernel k-groups,290,0.844827586207
k-means,310,0.774193548387
gmm,310,0.874193548387
kernel k-groups,310,0.887096774194
k-means,330,0.506060606061
gmm,330,0.50303030303
kernel k-groups,330,0.854545454545
k-means,350,0.511428571429
gmm,350,0.511428571429
kernel k-groups,350,0.845714285714
k-means,370,0.505405405405
gmm,370,0.540540540541
kernel k-groups,370,0.505405405405
k-means,390,0.533333333333
gmm,390,0.535897435897
kernel k-groups,390,0.533333333333
k-means,410,0.573170731707
gmm,410,0.590243902439
kernel k-groups,410,0.875609756098
k-means,430,0.525581395349
gmm,430,0.513953488372
kernel k-groups,430,0.839534883721
k-means,450,0.508888888889
gmm,450,0.508888888889
kernel k-groups,450,0.508888888889
k-means,470,0.527659574468
gmm,470,0.508510638298
kernel k-groups,470,0.502127659574
k-means,490,0.524489795918
gmm,490,0.536734693878
kernel k-groups,490,0.840816326531
k-means,510,0.509803921569
gmm,510,0.527450980392
kernel k-groups,510,0.843137254902
k-means,530,0.730188679245
gmm,530,0.566037735849
kernel k-groups,530,0.856603773585
k-means,550,0.536363636364
gmm,550,0.538181818182
kernel k-groups,550,0.850909090909
k-means,570,0.519298245614
gmm,570,0.501754385965
kernel k-groups,570,0.801754385965
k-means,590,0.525423728814
gmm,590,0.501694915254
kernel k-groups,590,0.803389830508
k-means,610,0.516393442623
gmm,610,0.524590163934
kernel k-groups,610,0.860655737705
k-means,630,0.534920634921
gmm,630,0.542857142857
kernel k-groups,630,0.846031746032
k-means,650,0.524615384615
gmm,650,0.524615384615
kernel k-groups,650,0.816923076923
k-means,670,0.507462686567
gmm,670,0.505970149254
kernel k-groups,670,0.825373134328
k-means,690,0.534782608696
gmm,690,0.539130434783
kernel k-groups,690,0.828985507246
k-means,710,0.522535211268
gmm,710,0.543661971831
kernel k-groups,710,0.540845070423
k-means,730,0.508219178082
gmm,730,0.508219178082
kernel k-groups,730,0.832876712329
k-means,750,0.513333333333
gmm,750,0.513333333333
kernel k-groups,750,0.829333333333
k-means,770,0.509090909091
gmm,770,0.511688311688
kernel k-groups,770,0.857142857143
k-means,790,0.541772151899
gmm,790,0.549367088608
kernel k-groups,790,0.856962025316
k-means,10,0.8
gmm,10,0.6
kernel k-groups,10,0.7
k-means,30,0.6
gmm,30,0.6
kernel k-groups,30,0.6
k-means,50,0.52
gmm,50,0.52
kernel k-groups,50,0.52
k-means,70,0.828571428571
gmm,70,0.571428571429
kernel k-groups,70,0.857142857143
k-means,90,0.511111111111
gmm,90,0.511111111111
kernel k-groups,90,0.811111111111
k-means,110,0.781818181818
gmm,110,0.718181818182
kernel k-groups,110,0.8
k-means,130,0.530769230769
gmm,130,0.538461538462
kernel k-groups,130,0.876923076923
k-means,150,0.84
gmm,150,0.773333333333
kernel k-groups,150,0.873333333333
k-means,170,0.788235294118
gmm,170,0.564705882353
kernel k-groups,170,0.9
k-means,190,0.568421052632
gmm,190,0.573684210526
kernel k-groups,190,0.568421052632
k-means,210,0.514285714286
gmm,210,0.514285714286
kernel k-groups,210,0.514285714286
k-means,230,0.54347826087
gmm,230,0.552173913043
kernel k-groups,230,0.54347826087
k-means,250,0.524
gmm,250,0.548
kernel k-groups,250,0.552
k-means,270,0.522222222222
gmm,270,0.522222222222
kernel k-groups,270,0.859259259259
k-means,290,0.510344827586
gmm,290,0.524137931034
kernel k-groups,290,0.837931034483
k-means,310,0.529032258065
gmm,310,0.541935483871
kernel k-groups,310,0.822580645161
k-means,330,0.563636363636
gmm,330,0.578787878788
kernel k-groups,330,0.572727272727
k-means,350,0.514285714286
gmm,350,0.505714285714
kernel k-groups,350,0.854285714286
k-means,370,0.516216216216
gmm,370,0.510810810811
kernel k-groups,370,0.864864864865
k-means,390,0.5
gmm,390,0.515384615385
kernel k-groups,390,0.502564102564
k-means,410,0.526829268293
gmm,410,0.546341463415
kernel k-groups,410,0.853658536585
k-means,430,0.516279069767
gmm,430,0.527906976744
kernel k-groups,430,0.872093023256
k-means,450,0.533333333333
gmm,450,0.551111111111
kernel k-groups,450,0.815555555556
k-means,470,0.508510638298
gmm,470,0.508510638298
kernel k-groups,470,0.834042553191
k-means,490,0.518367346939
gmm,490,0.518367346939
kernel k-groups,490,0.818367346939
k-means,510,0.521568627451
gmm,510,0.509803921569
kernel k-groups,510,0.866666666667
k-means,530,0.541509433962
gmm,530,0.541509433962
kernel k-groups,530,0.830188679245
k-means,550,0.516363636364
gmm,550,0.516363636364
kernel k-groups,550,0.878181818182
k-means,570,0.542105263158
gmm,570,0.543859649123
kernel k-groups,570,0.838596491228
k-means,590,0.505084745763
gmm,590,0.506779661017
kernel k-groups,590,0.852542372881
k-means,610,0.529508196721
gmm,610,0.532786885246
kernel k-groups,610,0.832786885246
k-means,630,0.506349206349
gmm,630,0.507936507937
kernel k-groups,630,0.871428571429
k-means,650,0.516923076923
gmm,650,0.516923076923
kernel k-groups,650,0.516923076923
k-means,670,0.510447761194
gmm,670,0.537313432836
kernel k-groups,670,0.828358208955
k-means,690,0.514492753623
gmm,690,0.523188405797
kernel k-groups,690,0.857971014493
k-means,710,0.529577464789
gmm,710,0.529577464789
kernel k-groups,710,0.847887323944
k-means,730,0.513698630137
gmm,730,0.541095890411
kernel k-groups,730,0.841095890411
k-means,750,0.512
gmm,750,0.529333333333
kernel k-groups,750,0.849333333333
k-means,770,0.501298701299
gmm,770,0.531168831169
kernel k-groups,770,0.831168831169
k-means,790,0.529113924051
gmm,790,0.543037974684
kernel k-groups,790,0.821518987342
k-means,10,0.7
gmm,10,0.7
kernel k-groups,10,0.7
k-means,30,0.7
gmm,30,0.7
kernel k-groups,30,0.7
k-means,50,0.58
gmm,50,0.58
kernel k-groups,50,0.82
k-means,70,0.842857142857
gmm,70,0.771428571429
kernel k-groups,70,0.857142857143
k-means,90,0.722222222222
gmm,90,0.555555555556
kernel k-groups,90,0.8
k-means,110,0.554545454545
gmm,110,0.563636363636
kernel k-groups,110,0.863636363636
k-means,130,0.515384615385
gmm,130,0.515384615385
kernel k-groups,130,0.838461538462
k-means,150,0.746666666667
gmm,150,0.84
kernel k-groups,150,0.84
k-means,170,0.776470588235
gmm,170,0.5
kernel k-groups,170,0.852941176471
k-means,190,0.784210526316
gmm,190,0.505263157895
kernel k-groups,190,0.852631578947
k-means,210,0.514285714286
gmm,210,0.5
kernel k-groups,210,0.828571428571
k-means,230,0.517391304348
gmm,230,0.5
kernel k-groups,230,0.869565217391
k-means,250,0.524
gmm,250,0.54
kernel k-groups,250,0.88
k-means,270,0.537037037037
gmm,270,0.537037037037
kernel k-groups,270,0.851851851852
k-means,290,0.524137931034
gmm,290,0.513793103448
kernel k-groups,290,0.524137931034
k-means,310,0.754838709677
gmm,310,0.783870967742
kernel k-groups,310,0.851612903226
k-means,330,0.548484848485
gmm,330,0.548484848485
kernel k-groups,330,0.860606060606
k-means,350,0.542857142857
gmm,350,0.551428571429
kernel k-groups,350,0.837142857143
k-means,370,0.786486486486
gmm,370,0.516216216216
kernel k-groups,370,0.827027027027
k-means,390,0.858974358974
gmm,390,0.733333333333
kernel k-groups,390,0.864102564103
k-means,410,0.507317073171
gmm,410,0.539024390244
kernel k-groups,410,0.536585365854
k-means,430,0.504651162791
gmm,430,0.520930232558
kernel k-groups,430,0.86511627907
k-means,450,0.52
gmm,450,0.531111111111
kernel k-groups,450,0.52
k-means,470,0.5
gmm,470,0.508510638298
kernel k-groups,470,0.844680851064
k-means,490,0.540816326531
gmm,490,0.540816326531
kernel k-groups,490,0.85306122449
k-means,510,0.519607843137
gmm,510,0.523529411765
kernel k-groups,510,0.81568627451
k-means,530,0.505660377358
gmm,530,0.532075471698
kernel k-groups,530,0.832075471698
k-means,550,0.521818181818
gmm,550,0.536363636364
kernel k-groups,550,0.830909090909
k-means,570,0.512280701754
gmm,570,0.529824561404
kernel k-groups,570,0.843859649123
k-means,590,0.662711864407
gmm,590,0.542372881356
kernel k-groups,590,0.840677966102
k-means,610,0.504918032787
gmm,610,0.514754098361
kernel k-groups,610,0.524590163934
k-means,630,0.512698412698
gmm,630,0.52380952381
kernel k-groups,630,0.844444444444
k-means,650,0.509230769231
gmm,650,0.507692307692
kernel k-groups,650,0.858461538462
k-means,670,0.516417910448
gmm,670,0.501492537313
kernel k-groups,670,0.823880597015
k-means,690,0.508695652174
gmm,690,0.514492753623
kernel k-groups,690,0.508695652174
k-means,710,0.530985915493
gmm,710,0.539436619718
kernel k-groups,710,0.856338028169
k-means,730,0.538356164384
gmm,730,0.549315068493
kernel k-groups,730,0.850684931507
k-means,750,0.524
gmm,750,0.545333333333
kernel k-groups,750,0.532
k-means,770,0.501298701299
gmm,770,0.507792207792
kernel k-groups,770,0.836363636364
k-means,790,0.53417721519
gmm,790,0.536708860759
kernel k-groups,790,0.851898734177
k-means,10,0.9
gmm,10,0.8
kernel k-groups,10,0.9
k-means,30,0.866666666667
gmm,30,0.966666666667
kernel k-groups,30,0.966666666667
k-means,50,0.58
gmm,50,0.58
kernel k-groups,50,0.58
k-means,70,0.914285714286
gmm,70,0.528571428571
kernel k-groups,70,0.928571428571
k-means,90,0.711111111111
gmm,90,0.811111111111
kernel k-groups,90,0.8
k-means,110,0.572727272727
gmm,110,0.563636363636
kernel k-groups,110,0.863636363636
k-means,130,0.569230769231
gmm,130,0.569230769231
kernel k-groups,130,0.823076923077
k-means,150,0.52
gmm,150,0.526666666667
kernel k-groups,150,0.526666666667
k-means,170,0.764705882353
gmm,170,0.858823529412
kernel k-groups,170,0.864705882353
k-means,190,0.552631578947
gmm,190,0.584210526316
kernel k-groups,190,0.578947368421
k-means,210,0.585714285714
gmm,210,0.509523809524
kernel k-groups,210,0.842857142857
k-means,230,0.513043478261
gmm,230,0.504347826087
kernel k-groups,230,0.839130434783
k-means,250,0.536
gmm,250,0.556
kernel k-groups,250,0.852
k-means,270,0.511111111111
gmm,270,0.514814814815
kernel k-groups,270,0.803703703704
k-means,290,0.831034482759
gmm,290,0.506896551724
kernel k-groups,290,0.865517241379
k-means,310,0.570967741935
gmm,310,0.590322580645
kernel k-groups,310,0.58064516129
k-means,330,0.518181818182
gmm,330,0.518181818182
kernel k-groups,330,0.854545454545
k-means,350,0.508571428571
gmm,350,0.545714285714
kernel k-groups,350,0.862857142857
k-means,370,0.5
gmm,370,0.521621621622
kernel k-groups,370,0.851351351351
k-means,390,0.730769230769
gmm,390,0.515384615385
kernel k-groups,390,0.846153846154
k-means,410,0.512195121951
gmm,410,0.512195121951
kernel k-groups,410,0.846341463415
k-means,430,0.597674418605
gmm,430,0.597674418605
kernel k-groups,430,0.881395348837
k-means,450,0.506666666667
gmm,450,0.531111111111
kernel k-groups,450,0.815555555556
k-means,470,0.674468085106
gmm,470,0.502127659574
kernel k-groups,470,0.86170212766
k-means,490,0.710204081633
gmm,490,0.538775510204
kernel k-groups,490,0.85306122449
k-means,510,0.533333333333
gmm,510,0.537254901961
kernel k-groups,510,0.862745098039
k-means,530,0.501886792453
gmm,530,0.501886792453
kernel k-groups,530,0.501886792453
k-means,550,0.529090909091
gmm,550,0.54
kernel k-groups,550,0.84
k-means,570,0.522807017544
gmm,570,0.533333333333
kernel k-groups,570,0.817543859649
k-means,590,0.523728813559
gmm,590,0.528813559322
kernel k-groups,590,0.528813559322
k-means,610,0.662295081967
gmm,610,0.554098360656
kernel k-groups,610,0.837704918033
k-means,630,0.515873015873
gmm,630,0.506349206349
kernel k-groups,630,0.85873015873
k-means,650,0.523076923077
gmm,650,0.504615384615
kernel k-groups,650,0.849230769231
k-means,670,0.523880597015
gmm,670,0.538805970149
kernel k-groups,670,0.841791044776
k-means,690,0.505797101449
gmm,690,0.517391304348
kernel k-groups,690,0.83768115942
k-means,710,0.514084507042
gmm,710,0.5
kernel k-groups,710,0.832394366197
k-means,730,0.530136986301
gmm,730,0.545205479452
kernel k-groups,730,0.845205479452
k-means,750,0.781333333333
gmm,750,0.529333333333
kernel k-groups,750,0.854666666667
k-means,770,0.505194805195
gmm,770,0.520779220779
kernel k-groups,770,0.853246753247
k-means,790,0.527848101266
gmm,790,0.543037974684
kernel k-groups,790,0.851898734177
k-means,10,0.8
gmm,10,1.0
kernel k-groups,10,0.8
k-means,30,0.933333333333
gmm,30,0.9
kernel k-groups,30,0.933333333333
k-means,50,0.5
gmm,50,0.5
kernel k-groups,50,0.86
k-means,70,0.642857142857
gmm,70,0.642857142857
kernel k-groups,70,0.642857142857
k-means,90,0.5
gmm,90,0.5
kernel k-groups,90,0.5
k-means,110,0.527272727273
gmm,110,0.545454545455
kernel k-groups,110,0.527272727273
k-means,130,0.846153846154
gmm,130,0.753846153846
kernel k-groups,130,0.876923076923
k-means,150,0.54
gmm,150,0.546666666667
kernel k-groups,150,0.853333333333
k-means,170,0.5
gmm,170,0.5
kernel k-groups,170,0.5
k-means,190,0.652631578947
gmm,190,0.652631578947
kernel k-groups,190,0.6
k-means,210,0.847619047619
gmm,210,0.795238095238
kernel k-groups,210,0.895238095238
k-means,230,0.5
gmm,230,0.513043478261
kernel k-groups,230,0.504347826087
k-means,250,0.58
gmm,250,0.588
kernel k-groups,250,0.864
k-means,270,0.840740740741
gmm,270,0.788888888889
kernel k-groups,270,0.87037037037
k-means,290,0.527586206897
gmm,290,0.548275862069
kernel k-groups,290,0.527586206897
k-means,310,0.512903225806
gmm,310,0.516129032258
kernel k-groups,310,0.829032258065
k-means,330,0.50303030303
gmm,330,0.524242424242
kernel k-groups,330,0.836363636364
k-means,350,0.731428571429
gmm,350,0.517142857143
kernel k-groups,350,0.831428571429
k-means,370,0.540540540541
gmm,370,0.554054054054
kernel k-groups,370,0.864864864865
k-means,390,0.502564102564
gmm,390,0.528205128205
kernel k-groups,390,0.810256410256
k-means,410,0.539024390244
gmm,410,0.514634146341
kernel k-groups,410,0.860975609756
k-means,430,0.506976744186
gmm,430,0.513953488372
kernel k-groups,430,0.886046511628
k-means,450,0.517777777778
gmm,450,0.531111111111
kernel k-groups,450,0.842222222222
k-means,470,0.527659574468
gmm,470,0.527659574468
kernel k-groups,470,0.527659574468
k-means,490,0.532653061224
gmm,490,0.534693877551
kernel k-groups,490,0.842857142857
k-means,510,0.533333333333
gmm,510,0.533333333333
kernel k-groups,510,0.849019607843
k-means,530,0.520754716981
gmm,530,0.537735849057
kernel k-groups,530,0.830188679245
k-means,550,0.527272727273
gmm,550,0.527272727273
kernel k-groups,550,0.852727272727
k-means,570,0.512280701754
gmm,570,0.512280701754
kernel k-groups,570,0.512280701754
k-means,590,0.506779661017
gmm,590,0.506779661017
kernel k-groups,590,0.852542372881
k-means,610,0.54262295082
gmm,610,0.555737704918
kernel k-groups,610,0.816393442623
k-means,630,0.506349206349
gmm,630,0.520634920635
kernel k-groups,630,0.852380952381
k-means,650,0.510769230769
gmm,650,0.533846153846
kernel k-groups,650,0.850769230769
k-means,670,0.516417910448
gmm,670,0.516417910448
kernel k-groups,670,0.837313432836
k-means,690,0.513043478261
gmm,690,0.502898550725
kernel k-groups,690,0.842028985507
k-means,710,0.522535211268
gmm,710,0.543661971831
kernel k-groups,710,0.522535211268
k-means,730,0.52602739726
gmm,730,0.550684931507
kernel k-groups,730,0.856164383562
k-means,750,0.537333333333
gmm,750,0.546666666667
kernel k-groups,750,0.866666666667
k-means,770,0.545454545455
gmm,770,0.555844155844
kernel k-groups,770,0.857142857143
k-means,790,0.512658227848
gmm,790,0.540506329114
kernel k-groups,790,0.843037974684
k-means,10,0.9
gmm,10,0.9
kernel k-groups,10,0.9
k-means,30,0.633333333333
gmm,30,0.633333333333
kernel k-groups,30,0.633333333333
k-means,50,0.54
gmm,50,0.54
kernel k-groups,50,0.74
k-means,70,0.8
gmm,70,0.671428571429
kernel k-groups,70,0.785714285714
k-means,90,0.533333333333
gmm,90,0.511111111111
kernel k-groups,90,0.766666666667
k-means,110,0.563636363636
gmm,110,0.563636363636
kernel k-groups,110,0.563636363636
k-means,130,0.630769230769
gmm,130,0.6
kernel k-groups,130,0.761538461538
k-means,150,0.533333333333
gmm,150,0.533333333333
kernel k-groups,150,0.866666666667
k-means,170,0.552941176471
gmm,170,0.564705882353
kernel k-groups,170,0.870588235294
k-means,190,0.531578947368
gmm,190,0.552631578947
kernel k-groups,190,0.836842105263
k-means,210,0.552380952381
gmm,210,0.566666666667
kernel k-groups,210,0.866666666667
k-means,230,0.539130434783
gmm,230,0.55652173913
kernel k-groups,230,0.869565217391
k-means,250,0.516
gmm,250,0.516
kernel k-groups,250,0.86
k-means,270,0.507407407407
gmm,270,0.518518518519
kernel k-groups,270,0.507407407407
k-means,290,0.520689655172
gmm,290,0.503448275862
kernel k-groups,290,0.806896551724
k-means,310,0.506451612903
